main value [Voltage (V)],secondary value [Voltage (V)],main value [Current (A)],secondary value [Current (A)],main value [Temperature ],secondary value [Temperature]
8,634,6,421,269,500
8,132,41,564,8,878
9,548,6,319,8,888
7,953,2,302,19,819
9,997,629,858,5,635
7,951,9,551,31,538
8,992,6,231,909,572
8,541,7,810,4,54
7,993,5,102,37,860
7,565,8,11,4,943
9,709,39,496,3,98
9,608,5,644,8,517
962,635,7,63,5,251
8,335,2,581,12,998
8,347,29,319,1,420
8,644,875,627,6,938
8,318,42,199,164,845
7,688,8,646,3,154
9,347,7,612,24,225
8,428,17,317,40,124
8,951,29,751,2,723
9,646,4,727,2,675
7,883,7,632,5,27
811,420,6,90,32,606
8,606,89,669,14,361
9,331,8,271,533,544
9,114,3,77,1,290
932,747,239,0,42,187
7,865,39,750,3,686
990,98,3,913,12,934
8,80,929,173,3,780
9,561,45,75,3,869
7,661,6,130,23,580
8,132,46,34,2,559
7,837,42,725,2,751
892,391,49,249,22,409
7,740,22,805,5,276
8,732,2,572,5,52
8,532,4,828,13,458
8,620,1,311,4,300
8,574,29,772,33,532
9,156,47,877,10,495
8,385,22,293,4,423
9,94,13,190,28,992
8,164,8,475,26,650
9,611,6,506,7,985
8,765,19,514,42,638
7,918,8,958,45,474
8,442,5,162,24,467
9,120,37,469,18,420
7,597,6,751,25,263
7,792,6,649,2,648
7,790,529,324,32,791
970,92,6,637,25,607
8,525,9,630,5,206
7,580,8,702,5,451
9,920,22,745,6,960
962,322,31,105,13,864
8,776,29,206,4,338
9,788,119,196,47,515
951,523,1,673,42,794
8,832,29,16,48,553
8,83,4,689,14,259
7,607,23,950,2,806
8,959,5,34,13,660
9,106,47,182,43,729
9,128,7,212,4,788
8,787,8,859,21,34
8,941,3,612,501,530
8,37,6,72,34,974
8,436,4,34,3,680
9,730,6,767,3,707
9,934,3,275,4,58
8,243,7,947,1,298
9,346,8,856,29,399
8,150,824,838,5,284
8,368,32,570,1,825
9,398,4,461,4,947
8,571,5,502,3,98
9,900,8,160,9,506
8,288,955,151,2,821
8,81,34,706,5,83
9,963,6,61,4,224
9,646,19,326,2,86
9,879,13,273,13,852
8,575,15,7,5,539
8,985,48,714,19,439
9,818,24,951,6,374
839,784,9,718,30,245
992,830,19,930,25,210
9,206,7,609,31,946
7,596,3,168,4,3
8,625,7,332,15,521
7,562,2,747,32,903
9,374,9,33,3,469
7,751,49,28,5,460
992,544,6,859,20,798
8,213,33,327,9,778
7,987,5,598,5,916
8,343,8,385,24,569
883,74,23,286,3,954
78,576,9,450,3,180
8,240,7,902,2,926
9,612,9,500,2,725
8,320,8,959,4,503
7,529,7,222,3,127
7,643,6,898,1,835
9,702,527,861,2,905
8,487,6,103,4,64
7,530,9,71,5,552
8,490,5,495,26,974
9,471,5,574,48,305
763,621,9,370,3,706
8,992,7,84,20,661
8,443,5,676,27,668
9,356,27,661,4,387
7,747,8,232,29,249
8,350,31,341,3,464
8,497,6,275,5,345
9,459,22,979,4,951
7,676,46,349,39,627
7,762,7,207,3,252
7,745,3,925,4,38
7,528,8,603,10,692
932,748,394,492,15,206
9,853,33,650,30,666
8,568,13,774,7,829
8,293,39,830,18,737
9,240,32,66,3,131
996,62,8,53,47,761
9,849,27,627,47,994
996,985,8,384,19,151
9,320,31,186,19,56
8,510,15,475,15,480
9,294,8,141,2,82
8,507,6,218,18,5
8,571,6,97,2,47
7,681,2,986,45,581
8,892,44,329,17,2
8,570,2,809,2,476
7,624,5,161,44,561
9,468,6,994,973,167
9,610,292,911,30,325
8,36,8,671,29,231
9,921,8,819,25,848
9,243,16,731,30,372
7,699,7,281,45,281
8,625,39,70,39,831
8,658,13,402,700,703
9,530,20,653,11,178
8,629,2,614,21,683
939,87,45,824,16,889
8,964,9,803,5,297
7,905,3,624,4,401
8,8,7,240,5,499
8,527,8,809,5,536
8,527,5,167,2,886
8,888,4,342,29,194
8,449,2,574,14,73
801,65,510,304,35,644
8,908,21,499,3,420
8,477,5,824,3,428
8,933,15,698,17,565
8,244,7,156,35,924
9,771,947,935,4,389
9,564,7,224,4,766
796,361,36,732,523,64
7,585,9,164,3,60
9,840,17,219,4,474
9,105,3,818,36,397
8,983,5,321,3,791
9,986,7,194,25,908
8,689,31,764,13,754
7,641,12,783,30,36
9,342,18,87,5,119
8,640,938,329,5,710
815,977,5,142,60,108
9,978,741,889,36,888
8,519,465,157,1,159
9,909,9,435,36,7
8,122,8,744,47,260
8,648,8,476,5,339
9,386,5,19,5,471
9,686,5,793,34,28
8,477,19,724,5,983
9,280,23,92,6,299
9,537,8,303,23,727
9,26,38,627,297,380
828,438,3,346,1,685
8,185,9,879,5,160
820,511,6,638,7,814
9,496,25,884,23,263
9,34,6,351,566,884
8,896,6,261,5,674
8,654,16,185,21,48
7,599,5,175,2,749
8,785,678,481,4,689
8,102,46,601,1,855
851,630,9,879,10,289
9,894,5,980,516,605
8,737,9,410,36,625
8,104,44,725,43,905
7,785,42,438,11,466
9,128,12,852,33,679
8,214,20,830,5,312
8,378,20,764,14,126
8,866,6,834,4,348
8,296,7,224,20,13
9,679,6,720,472,721
8,862,18,16,24,653
8,35,5,822,46,610
8,386,8,2,862,199
7,953,22,611,15,139
8,392,6,151,13,136
9,514,2,241,25,367
9,957,8,305,3,432
9,547,5,386,24,418
8,140,23,222,9,163
7,711,3,794,3,531
7,921,21,164,11,202
8,600,23,245,4,973
7,578,31,701,4,423
9,700,8,844,19,783
9,904,17,219,3,70
9,373,3,191,28,695
9,967,24,169,5,572
7,776,8,338,84,931
7,548,4,301,1,794
7,571,7,655,5,124
8,614,41,96,16,541
8,987,15,539,26,693
9,532,15,758,5,27
805,265,3,441,3,672
8,616,33,523,35,214
918,433,787,660,10,509
937,600,7,106,5,229
9,49,6,993,3,462
8,101,2,832,3,878
9,242,36,974,10,434
9,562,5,258,25,822
8,252,4,851,46,393
7,668,7,598,3,261
7,875,2,676,48,434
7,871,5,406,2,168
9,512,2,629,8,221
868,63,1,451,28,48
8,209,7,124,2,258
9,504,4,377,8,534
8,202,16,10,5,136
9,876,5,426,42,579
8,494,25,182,24,496
8,682,6,897,5,326
7,933,20,350,2,604
8,257,1,482,5,178
9,678,6,380,23,384
9,208,1,270,11,755
8,853,8,29,1,941
8,839,7,272,4,190
8,378,8,159,4,776
9,851,8,699,2,276
8,408,7,186,15,392
7,712,13,515,22,409
9,27,43,681,365,602
9,72,34,304,7,655
9,845,6,95,4,814
7,775,11,708,5,12
9,183,5,820,2,244
7,841,412,111,13,573
8,436,6,890,4,306
831,930,22,1,19,328
9,458,938,923,17,548
8,901,49,91,9,361
9,31,5,524,37,479
8,48,7,360,17,126
8,427,21,801,19,518
8,449,43,884,6,992
8,368,7,939,1,464
8,174,39,321,1,412
8,135,26,144,54,777
8,610,13,940,1,350
9,830,2,317,2,91
8,460,3,820,3,31
9,771,9,200,2,494
9,562,4,688,180,462
7,774,5,429,3,483
7,936,44,754,2,393
8,312,32,606,1,547
7,641,6,264,8,165
8,606,7,104,4,834
8,975,4,724,5,332
8,362,13,880,16,138
8,539,7,8,1,435
8,688,3,327,39,499
843,545,2,300,29,389
8,915,15,369,5,197
9,995,865,432,4,806
8,163,6,210,4,247
8,144,9,48,21,37
823,171,47,125,31,431
7,655,8,278,4,554
85,233,483,633,59,863
7,616,2,781,42,766
9,360,8,538,5,193
7,644,8,19,14,736
8,179,22,898,3,601
8,86,41,165,2,941
8,369,43,270,10,995
8,938,5,542,18,235
9,392,4,357,2,22
8,0,7,171,2,96
9,241,4,772,55,377
8,957,2,175,1,785
8,317,7,460,4,661
9,739,8,168,17,473
8,528,3,534,59,588
8,215,4,885,3,892
8,29,5,352,46,328
9,308,44,543,4,265
8,454,7,423,467,155
8,513,6,878,5,603
9,242,8,71,4,869
93,879,669,548,39,291
8,681,23,600,22,387
9,199,5,540,7,735
8,204,5,72,13,225
7,741,6,54,323,831
8,598,21,880,47,126
9,664,8,673,34,557
7,709,9,852,29,821
9,145,6,883,5,331
7,813,6,844,21,777
9,394,392,500,5,356
7,625,1,470,3,207
8,180,7,626,17,939
9,467,4,933,313,867
954,819,8,427,30,401
8,170,9,651,4,704
8,292,8,761,9,872
7,665,7,302,3,957
9,142,3,517,49,94
9,481,36,315,5,575
9,752,5,918,331,400
9,285,9,770,2,657
9,812,22,995,44,273
797,622,7,890,1,665
8,836,19,727,4,56
9,891,16,182,3,90
8,336,6,984,4,251
8,769,7,723,3,926
9,0,3,719,4,513
7,633,3,665,1,698
7,572,854,649,11,306
8,341,28,300,13,402
7,910,9,344,4,280
9,827,28,113,564,923
9,481,1,446,5,551
7,862,89,43,1,638
9,154,45,888,25,948
9,4,2,803,22,233
817,5,41,395,254,194
9,725,35,849,23,316
9,843,8,249,3,907
9,442,11,125,21,781
9,82,9,376,13,886
9,616,7,523,55,252
949,494,5,808,24,252
7,803,4,812,46,83
9,761,6,441,28,768
9,739,9,75,14,319
9,595,5,417,4,900
7,932,19,226,1,558
9,488,19,785,41,319
8,23,7,717,4,263
7,712,9,612,40,992
9,969,6,413,32,142
8,389,2,747,17,206
806,773,476,423,2,258
9,511,4,266,10,582
7,755,6,244,38,328
7,804,7,889,30,554
8,644,7,765,47,923
9,624,31,194,452,891
8,405,4,331,1,354
8,736,4,766,4,54
9,363,5,537,5,702
9,143,6,822,5,224
8,129,22,321,5,609
8,741,12,152,6,642
878,703,8,471,275,273
9,20,1,644,12,361
7,775,14,37,21,355
8,701,6,779,5,398
903,496,8,270,3,503
9,194,8,69,6,411
779,644,9,601,31,315
9,685,716,56,28,87
9,114,15,336,39,216
9,967,30,456,9,8
845,226,4,161,5,86
9,90,735,960,5,83
8,104,3,787,38,892
9,942,15,627,19,892
8,78,1,298,540,720
9,475,2,281,3,511
9,553,3,18,31,426
9,987,48,23,5,298
9,521,4,763,3,59
8,284,5,271,5,465
7,821,5,281,2,266
7,947,6,933,1,692
9,693,9,753,363,826
7,764,12,239,42,620
9,290,36,852,3,998
8,847,859,573,5,493
9,500,6,874,24,222
8,66,3,643,19,411
8,212,775,886,3,165
8,46,5,126,18,581
9,510,8,581,4,542
9,42,375,703,45,480
9,567,49,172,3,146
8,199,9,219,6,737
9,69,8,414,1,542
8,883,28,117,5,89
7,539,6,21,35,312
8,388,3,957,5,345
8,438,270,392,5,259
8,925,48,206,4,572
8,407,6,992,4,703
9,86,4,773,3,867
7,867,13,106,5,157
819,167,5,593,28,682
845,828,5,730,3,56
9,983,47,497,4,711
9,888,5,109,1,438
9,665,8,648,32,311
7,789,2,5,8,437
9,876,49,364,14,157
9,105,3,517,48,605
993,516,2,146,28,659
9,189,6,140,45,317
8,856,47,142,39,11
7,842,47,382,1,45
9,559,1,715,28,810
9,992,19,82,27,274
7,597,17,950,3,220
7,762,15,330,2,722
9,739,6,533,2,891
8,568,34,442,3,194
9,345,9,682,5,45
9,203,9,10,21,866
8,992,7,501,8,106
9,745,7,577,5,283
9,863,45,474,10,634
9,439,19,192,5,122
8,491,8,419,5,19
8,997,9,547,4,967
7,930,7,180,4,817
8,745,5,539,50,37
810,258,18,794,2,705
809,327,9,534,19,909
8,554,5,146,12,912
778,726,5,146,2,303
9,953,6,676,3,733
7,562,4,807,262,505
7,591,5,445,4,672
9,110,3,446,5,988
9,950,4,332,2,275
9,16,9,796,27,900
88,310,5,595,16,657
9,732,6,650,7,464
9,738,6,290,26,557
82,464,5,972,945,428
9,83,4,11,2,568
9,539,46,456,253,346
938,62,3,124,19,290
878,897,94,821,40,886
7,645,1,894,36,326
7,583,34,45,216,219
9,355,6,619,2,862
8,944,8,541,42,694
920,835,6,17,23,350
9,598,3,895,25,901
8,885,31,535,16,317
9,867,5,798,26,123
9,725,895,240,3,497
9,86,14,987,13,219
9,448,3,617,4,819
767,343,8,997,13,623
7,583,3,338,5,304
7,523,7,457,2,650
758,414,19,62,5,533
8,117,3,94,5,24
8,257,8,803,1,186
8,217,23,750,3,712
7,954,31,829,5,288
9,15,6,887,17,143
830,727,6,500,943,754
759,776,8,698,4,862
8,634,8,879,4,109
7,681,751,957,5,54
9,466,5,88,3,181
9,918,7,474,4,218
7,629,8,160,12,447
9,933,6,298,8,435
7,597,5,574,5,657
7,661,6,786,45,458
8,781,5,570,4,757
8,953,47,166,40,434
9,138,8,245,2,895
8,136,9,909,23,812
9,282,7,45,26,42
8,558,2,722,2,593
9,312,888,89,4,628
8,644,637,396,5,685
9,926,7,417,4,569
8,518,335,693,2,823
937,240,6,277,16,825
7,599,7,658,12,108
9,97,3,496,2,536
9,231,4,395,32,71
8,440,5,955,2,503
7,730,3,20,5,377
9,985,5,374,8,328
8,230,9,587,47,842
800,293,14,154,3,120
8,400,2,696,5,377
8,613,7,703,8,839
923,65,64,118,4,203
8,178,9,629,4,410
8,287,712,402,5,707
9,63,4,52,12,310
9,829,7,310,4,258
8,388,9,4,5,111
8,984,13,471,46,246
9,107,19,13,9,864
9,128,7,602,313,534
8,891,7,860,4,508
9,701,43,770,1,314
8,584,15,898,32,881
9,415,2,301,294,479
845,201,6,245,5,656
806,475,6,32,21,379
9,235,6,911,5,654
8,527,20,339,20,814
8,650,22,762,5,897
8,988,762,349,44,6
9,921,30,96,1,790
8,265,5,800,20,525
9,209,15,476,14,266
7,827,2,593,22,293
7,996,9,412,12,246
8,465,9,917,6,57
8,756,9,108,4,352
7,790,2,462,41,52
8,750,6,827,12,878
7,524,20,706,23,680
8,354,9,458,52,551
9,8,6,389,42,260
8,395,5,410,4,391
9,578,8,783,44,587
7,676,6,500,12,664
958,278,6,256,33,21
7,879,30,804,17,364
8,429,8,830,1,664
9,785,4,623,38,323
8,260,14,795,2,923
9,625,952,83,12,693
9,283,8,962,4,71
9,707,9,458,3,697
8,184,8,323,507,790
8,363,9,760,37,739
7,800,78,739,22,469
7,805,4,799,4,927
8,761,7,683,9,384
8,839,5,277,28,184
8,533,32,890,22,162
8,791,5,493,5,47
8,679,3,700,706,833
8,349,5,783,3,60
9,83,5,42,5,223
9,650,9,405,4,844
9,692,17,88,35,191
8,897,7,413,975,662
9,741,7,516,5,522
8,473,17,411,21,252
9,341,8,878,2,593
9,924,13,580,30,88
998,190,18,700,19,915
8,853,3,945,8,997
7,967,6,855,5,164
9,78,8,726,5,699
7,899,9,499,30,826
8,778,8,769,15,188
8,579,3,524,2,658
8,536,32,136,3,367
9,641,6,431,30,807
9,995,34,179,2,907
9,675,8,355,3,239
7,795,5,836,34,739
9,192,1,863,36,755
8,429,29,962,12,472
8,501,22,640,7,149
9,259,7,618,2,507
880,362,590,412,13,12
7,604,28,647,3,356
9,260,41,429,3,12
9,456,31,545,15,517
9,181,7,539,8,962
9,873,3,176,8,388
9,412,17,573,28,83
8,943,17,559,27,426
8,728,8,320,40,341
997,77,2,673,6,310
8,526,74,957,3,213
982,217,7,553,16,448
810,452,5,461,1,627
9,860,9,817,22,369
7,700,20,19,4,255
9,484,8,635,3,233
7,628,6,655,5,362
7,589,7,422,42,409
8,498,4,489,12,609
8,201,7,262,2,147
8,969,20,488,5,210
8,779,27,699,5,586
8,466,6,175,3,107
8,237,35,778,7,264
8,964,948,847,4,262
7,604,933,425,5,76
7,529,9,475,3,585
9,717,611,920,5,240
9,145,402,74,2,40
9,675,5,532,12,482
9,56,4,904,4,635
8,374,4,963,5,43
9,525,20,307,25,309
7,513,542,417,35,112
8,877,8,107,3,18
9,441,1,954,3,453
7,524,9,476,6,551
8,929,8,708,1,845
9,318,8,443,42,688
7,643,42,458,3,688
8,586,9,401,18,269
7,978,8,138,3,506
9,283,784,2,2,447
9,41,18,765,2,623
9,213,1,953,18,854
8,636,508,5,350,924
7,947,9,824,3,126
8,839,6,348,4,470
8,91,6,502,5,231
8,816,7,545,245,563
9,727,6,13,27,790
7,604,26,122,5,512
9,837,7,307,18,87
9,522,7,228,34,623
7,754,28,96,5,433
757,823,8,73,2,374
7,677,19,824,26,39
7,854,8,895,36,473
7,575,44,142,44,979
7,719,882,793,5,673
9,946,15,68,24,615
9,329,6,680,39,940
8,473,7,975,15,161
9,502,43,607,41,766
9,906,6,230,4,61
8,867,279,25,4,902
8,472,97,75,4,193
7,816,13,111,2,125
992,543,7,394,9,796
8,708,9,339,40,847
776,683,2,629,25,757
8,954,668,925,8,689
9,657,8,569,18,803
9,925,35,16,2,256
8,690,5,945,33,64
7,653,4,701,17,496
9,517,3,324,16,324
7,777,737,207,11,95
9,773,25,714,14,535
9,265,7,17,552,843
9,925,3,598,19,724
7,962,6,876,25,106
8,763,4,785,28,13
9,2,40,89,20,567
9,827,7,731,5,148
7,900,37,648,47,55
9,876,6,532,19,616
8,798,291,586,11,2
9,602,45,920,5,15
7,835,335,459,16,293
9,693,7,275,25,755
8,866,1,381,4,484
968,628,2,632,29,368
9,221,6,152,5,600
9,374,2,972,3,610
976,817,5,246,5,605
9,639,6,324,2,858
7,564,5,297,2,705
9,78,8,206,1,209
7,963,9,61,419,721
7,989,8,603,31,266
841,397,648,21,23,482
9,914,8,262,42,24
852,316,45,812,47,11
9,770,6,136,47,384
8,699,8,641,24,830
8,344,5,426,48,463
8,916,9,439,21,783
7,838,6,133,3,950
7,691,3,867,29,438
8,701,6,365,4,513
9,370,2,822,24,875
9,423,6,181,4,514
8,89,18,943,14,365
7,604,21,119,21,801
9,442,5,96,37,275
9,535,1,469,377,283
9,882,409,0,12,880
9,874,2,251,3,289
8,233,38,222,4,566
8,130,19,229,62,0
9,708,23,720,2,673
8,637,49,951,3,248
8,50,8,541,42,116
9,735,2,811,5,155
7,912,6,116,35,65
8,131,6,932,2,814
9,85,7,855,6,917
8,172,46,547,39,626
8,30,6,760,2,677
8,141,9,991,3,611
7,608,44,297,5,524
9,683,6,356,333,754
7,677,5,416,2,315
8,671,14,161,745,395
7,938,11,952,13,514
8,184,2,447,437,727
9,662,37,133,29,405
9,975,9,18,4,427
9,310,5,287,2,842
8,342,9,921,2,360
8,988,8,226,35,383
9,452,7,415,2,818
8,457,6,647,46,307
843,258,5,37,35,675
879,846,4,956,31,680
8,93,5,327,14,719
9,146,36,675,3,681
8,312,6,872,31,402
9,262,44,580,39,402
9,966,20,501,6,264
8,595,6,80,3,86
8,790,5,352,3,449
7,766,3,359,6,612
9,756,9,870,15,997
8,702,6,883,1,527
906,168,9,878,21,379
8,228,6,504,47,271
8,481,9,839,5,462
8,383,3,246,13,945
8,942,7,491,35,705
9,815,9,269,50,81
7,612,20,551,2,658
9,170,5,236,15,822
784,816,4,982,47,550
7,713,5,851,4,87
9,158,4,975,43,638
7,640,9,795,38,835
9,7,3,656,5,277
916,733,19,126,4,184
8,179,8,20,32,214
8,879,9,497,5,824
817,175,9,568,30,264
8,655,8,249,2,682
7,731,14,622,528,497
7,767,27,491,2,327
8,122,20,587,5,45
9,927,34,964,5,38
9,125,914,412,2,750
8,680,21,707,19,586
7,675,678,561,5,37
987,176,7,37,3,290
8,584,1,289,19,945
9,877,5,321,42,675
9,746,6,38,5,145
7,533,3,264,5,229
8,828,5,763,24,628
8,60,7,835,3,322
9,300,8,430,1,896
965,799,9,953,5,655
7,786,2,449,4,107
7,736,26,419,21,916
7,796,1,891,5,652
8,321,7,349,31,483
9,509,5,162,38,322
8,720,3,646,3,19
8,855,4,976,3,550
7,913,4,222,9,838
8,536,679,335,4,557
8,784,6,668,23,259
8,388,2,951,1,948
9,345,832,286,3,402
8,377,47,502,40,803
9,687,5,677,43,294
8,420,5,690,3,336
7,933,2,388,5,520
9,501,5,885,570,708
8,928,4,829,5,274
8,965,7,5,26,204
900,921,4,101,5,80
7,964,28,370,45,208
84,302,5,739,39,954
8,814,9,897,14,595
9,102,8,798,4,797
8,264,1,161,3,104
9,793,6,471,15,771
8,115,7,33,42,528
8,847,7,390,5,994
9,142,7,984,4,597
9,599,9,791,20,161
9,123,2,722,24,697
9,436,9,699,6,896
9,449,28,732,26,970
8,942,8,410,5,659
9,81,2,709,4,629
9,210,758,196,49,653
9,240,36,179,826,483
8,284,7,13,5,657
9,635,847,707,5,690
8,929,5,562,531,492
908,743,9,384,19,575
9,684,5,952,886,290
9,648,8,445,33,780
8,149,22,505,32,843
8,848,6,389,6,262
7,680,5,565,44,700
9,125,4,69,3,717
9,792,9,889,12,629
9,459,16,910,3,260
7,574,6,110,3,778
9,623,17,588,34,934
8,207,5,282,1,103
7,629,2,275,4,642
9,628,4,761,2,466
7,817,7,998,18,620
8,277,4,708,43,627
882,486,20,703,22,98
9,543,48,348,1,879
7,558,9,875,347,954
8,692,3,395,16,253
7,834,21,110,5,250
8,300,6,208,4,619
8,857,40,823,20,979
9,385,19,93,5,237
9,680,6,544,36,291
7,499,39,581,10,699
8,645,5,946,7,793
8,598,5,195,4,225
9,645,22,336,4,120
8,892,24,681,17,996
8,577,6,101,2,863
9,852,42,221,3,116
8,869,70,758,2,67
9,846,461,216,2,351
9,978,3,793,460,196
8,380,6,706,33,665
7,885,2,555,2,169
79,327,9,638,13,323
9,943,20,661,40,348
8,214,5,538,27,200
8,187,3,556,3,915
9,84,34,989,35,795
7,577,3,682,4,4
8,546,1,509,8,639
8,849,7,837,3,705
8,492,23,803,1,830
7,908,6,451,4,184
9,8,22,555,22,939
9,716,6,268,24,473
9,576,5,489,48,828
9,2,16,277,7,939
8,487,8,551,24,108
8,420,3,25,1,140
9,979,9,245,3,882
7,848,286,418,27,392
9,291,9,662,8,195
9,141,7,624,49,696
7,545,7,200,21,197
9,78,18,152,1,12
884,351,2,657,4,780
8,634,613,511,10,47
8,645,5,426,7,934
7,828,6,251,12,213
9,836,4,154,8,60
8,861,8,133,44,82
933,787,6,865,23,58
7,510,4,6,26,394
7,744,522,70,23,759
7,591,8,935,5,711
9,930,6,329,48,469
954,535,5,459,4,767
86,456,8,921,3,273
7,799,12,848,10,54
8,201,37,461,44,278
895,246,28,810,5,376
9,11,8,494,4,869
9,462,884,840,5,112
7,666,6,906,26,401
952,570,22,584,3,476
8,659,6,320,19,366
9,230,29,165,3,544
9,499,7,802,11,409
839,516,17,799,3,833
8,572,7,134,20,481
9,671,2,84,5,86
7,816,13,213,25,775
9,543,3,64,10,673
8,543,6,84,15,238
9,129,7,272,3,24
7,547,909,540,4,872
9,684,48,574,498,123
9,943,5,896,27,516
7,832,49,143,5,226
7,782,147,490,256,550
8,469,7,461,35,905
9,920,797,56,47,694
879,769,2,899,17,261
9,836,2,994,44,982
8,396,9,363,18,971
9,194,8,429,5,362
9,976,23,507,8,548
7,693,7,681,3,582
7,627,5,349,3,11
7,557,7,247,10,211
883,829,36,665,4,618
8,685,920,34,26,839
8,656,6,849,41,819
8,94,8,467,4,861
8,118,5,650,27,896
8,929,6,166,5,7
9,335,4,961,20,984
9,19,540,50,3,505
821,100,9,647,18,629
8,908,19,615,28,665
9,909,5,346,24,836
9,818,5,110,47,13
8,471,9,407,9,632
967,206,9,291,2,863
8,386,546,246,14,669
9,509,9,181,12,642
8,714,17,33,31,685
872,358,7,873,12,56
9,239,37,245,1,209
7,744,2,569,10,121
8,356,621,523,30,280
8,794,4,372,419,747
7,794,5,944,29,876
9,991,563,485,5,301
8,544,9,293,5,574
9,480,46,53,47,361
8,732,5,576,5,105
8,791,28,333,46,646
9,434,6,66,23,296
9,913,40,754,38,147
9,68,7,218,4,151
9,178,577,476,48,178
8,740,9,71,8,467
8,467,674,284,8,313
9,726,35,492,5,367
9,699,5,590,32,588
868,360,9,545,2,249
8,905,5,424,24,180
9,267,9,759,5,324
8,711,5,799,5,218
9,415,16,549,4,452
9,841,504,740,36,61
9,272,45,111,3,625
7,833,3,610,44,381
869,102,774,812,6,221
8,391,3,253,3,753
8,751,20,260,22,916
9,348,9,74,15,493
9,525,34,796,5,497
9,643,1,361,4,151
8,789,15,856,1,604
782,660,7,715,38,418
8,747,284,426,3,628
8,560,4,475,2,485
8,29,7,451,1,920
8,140,663,210,2,104
9,884,9,929,3,249
8,724,7,694,4,217
9,531,8,207,3,47
8,348,578,819,21,63
9,194,7,290,379,298
7,574,6,498,22,734
9,390,7,324,306,925
8,866,9,403,5,596
8,482,8,22,26,117
9,574,8,931,8,120
8,333,7,412,45,294
9,123,14,78,24,9
9,383,47,94,541,972
9,142,8,237,7,500
8,202,4,5,2,890
8,583,8,121,36,353
9,307,535,67,2,76
7,851,8,368,2,585
909,1,3,515,3,526
8,994,4,990,2,696
9,187,21,333,319,459
7,799,5,401,45,141
8,93,29,769,24,802
937,528,5,223,5,486
8,662,5,68,5,445
8,354,34,940,31,475
9,466,6,455,3,210
952,582,17,752,4,217
9,936,9,313,18,668
9,430,7,676,5,235
9,162,25,305,6,617
9,860,5,19,40,5
8,869,36,616,28,909
8,998,6,295,5,8
9,196,8,478,4,840
8,635,73,712,35,958
94,240,24,144,1,325
9,392,16,800,7,57
9,485,36,839,24,907
9,297,9,184,3,113
8,429,5,88,30,651
9,445,9,930,2,980
9,600,3,661,7,824
9,414,9,532,40,250
9,426,9,540,4,319
9,745,9,791,46,583
7,852,4,831,19,91
9,225,26,373,32,799
9,624,2,404,16,249
8,860,16,825,3,673
8,662,641,286,3,83
754,313,588,987,5,28
8,652,3,445,19,167
8,100,8,861,5,122
9,797,12,830,4,35
9,731,9,472,5,445
7,997,42,542,2,901
938,852,4,762,5,581
9,136,6,186,474,904
990,294,1,868,3,235
8,780,46,545,5,539
7,757,5,617,508,674
7,976,660,999,19,84
954,547,5,970,365,944
7,919,19,543,59,995
894,598,6,680,3,561
9,496,12,708,126,331
8,367,17,392,320,452
9,320,2,382,300,305
9,584,6,844,8,393
9,39,5,891,476,505
9,675,17,336,21,305
860,68,8,264,4,769
9,28,9,255,46,347
9,726,5,714,3,258
9,427,151,202,3,388
9,325,9,358,9,404
7,961,3,160,127,822
9,234,5,589,3,967
9,614,674,271,18,547
7,762,6,351,44,842
984,408,3,808,3,619
8,715,9,145,11,861
8,399,7,239,4,884
998,929,5,841,12,880
8,640,155,320,4,173
9,1,2,414,5,419
9,722,15,731,47,439
9,350,9,417,5,612
9,381,39,630,2,32
9,736,2,664,1,360
7,554,9,293,1,293
7,559,287,972,16,846
8,242,14,561,23,973
8,468,18,836,8,98
76,717,9,217,37,785
998,214,8,521,19,77
9,802,7,515,39,461
9,177,5,601,2,14
8,369,32,189,4,943
8,150,6,90,1,76
8,407,5,160,4,959
7,697,8,820,3,218
9,344,8,171,3,934
7,921,3,495,19,504
9,102,9,28,28,269
7,684,3,214,19,572
8,562,3,402,2,952
8,210,677,31,2,848
9,745,19,76,546,713
9,486,7,652,36,629
9,166,15,4,2,616
8,195,9,199,25,330
8,317,8,683,5,129
9,306,11,758,26,162
7,672,5,764,12,293
7,710,8,317,5,42
9,378,9,368,21,572
8,303,512,730,6,553
9,671,6,900,42,959
9,326,7,562,5,431
7,655,9,500,12,812
7,780,9,223,20,271
9,37,29,247,38,229
751,643,5,704,14,575
932,736,14,668,4,879
7,551,7,642,4,151
8,982,921,136,1,894
9,497,7,123,6,98
7,714,8,153,24,114
8,162,46,678,33,908
7,712,2,991,4,125
9,507,3,80,41,839
7,776,47,474,61,614
7,965,53,974,5,111
7,889,1,894,1,253
9,524,2,732,12,820
8,544,6,204,16,88
9,556,2,818,15,499
867,732,9,844,5,80
8,463,9,322,225,897
8,797,21,488,31,527
8,565,4,175,36,480
8,65,8,632,14,414
9,611,25,312,5,269
7,688,18,103,17,350
9,774,8,855,27,146
8,964,5,567,5,447
894,234,7,345,5,242
8,74,5,821,33,501
9,506,20,507,5,207
8,567,6,538,15,619
7,918,4,224,13,500
8,147,7,769,1,395
8,520,9,565,22,160
9,291,7,807,4,882
9,56,25,737,34,904
9,409,3,648,4,698
7,818,91,25,5,412
9,411,17,463,2,999
98,542,569,232,48,182
9,170,539,728,327,949
9,805,6,965,4,251
8,172,1,266,47,687
8,851,7,886,13,47
8,104,33,843,1,211
8,687,7,346,18,714
