main value [Voltage (V)],secondary value [Voltage (V)],main value [Current (A)],secondary value [Current (A)],main value [Motor Speed (RPM)],secondary value [Motor Speed (RPM)],main value [Temperature],secondary value [Temperature],main value [Vibration (g)],secondary value [Vibration (g)],main value [Ambient Temp],secondary value [Ambient Temp ],main value [Humidity (%),secondary value [Humidity (%)
5,107,10,325,6,636,49,927,12,158,4,716,9,200
6,703,17,690,5,310,5,697,35,730,24,218,9,619
6,903,11,922,618,546,3,450,12,668,17,264,3,934
6,889,23,86,1,7,43,208,42,607,5,743,6,954
6,23,19,571,6,754,17,74,21,981,3,675,8,735
6,220,27,577,7,815,24,621,3,291,18,872,8,816
5,228,2,753,1,960,4,589,28,669,7,610,4,167
5,42,8,316,5,693,28,571,21,393,7,698,7,734
507,758,11,439,1,766,46,787,18,195,6,353,2,918
6,447,15,110,34,90,17,618,4,332,8,419,5,266
6,34,30,292,2,967,3,661,13,292,26,259,9,1
5,494,33,138,46,461,14,420,2,377,4,706,9,84
5,297,6,495,6,570,46,896,4,145,4,169,18,206
5,800,28,334,9,615,1,765,39,467,5,337,9,608
5,934,6,23,2,988,46,813,27,208,4,838,29,875
6,418,9,483,7,331,49,483,4,480,9,405,38,726
5,131,13,386,24,778,19,601,9,311,6,193,7,400
5,355,2,100,25,960,36,33,2,577,5,843,7,663
5,725,19,247,5,263,4,197,2,270,25,209,22,594
6,596,1,879,1,435,28,724,335,136,54,401,9,414
6,273,7,418,5,945,5,406,31,136,9,154,16,650
5,833,11,106,6,746,4,885,16,834,8,897,8,700
5,353,11,734,641,45,5,487,36,177,6,459,45,600
5,841,1,565,1,328,26,250,6,136,5,440,9,939
6,450,40,5,14,464,3,628,2,310,3,13,2,374
6,126,11,82,21,645,36,419,15,501,9,971,1,547
5,695,2,503,7,156,5,211,3,352,5,618,15,535
5,700,292,478,5,712,5,489,23,0,23,569,2,85
5,411,24,615,7,303,10,307,13,470,8,747,1,625
5,800,4,310,35,36,5,708,36,218,34,711,7,690
6,731,7,149,7,937,33,734,3,204,9,732,43,220
5,26,2,127,1,921,3,761,7,322,3,905,43,563
5,530,31,147,30,862,17,43,21,197,9,436,9,770
6,421,17,700,6,391,2,715,2,551,12,710,5,542
6,271,21,614,6,714,5,572,41,141,3,161,22,383
6,655,1,661,5,696,47,715,2,300,5,547,2,768
6,180,23,995,3,399,36,57,3,56,5,767,7,403
6,924,13,165,671,55,32,329,33,764,4,486,5,950
6,794,11,460,16,759,23,489,3,161,4,167,2,435
6,733,457,419,42,200,39,518,25,916,23,613,9,31
5,979,16,476,32,273,2,560,42,765,9,874,21,803
6,662,2,305,197,797,11,731,46,232,2,367,49,566
5,181,9,464,6,114,4,357,11,273,5,917,5,810
6,874,15,683,4,709,5,394,8,718,2,379,7,888
5,79,14,200,5,136,5,102,43,213,2,102,4,485
570,198,41,952,6,887,5,337,13,36,39,448,8,303
5,53,8,570,8,592,2,701,14,264,3,190,8,820
6,399,2,812,3,910,5,62,20,54,35,718,25,527
6,958,23,212,5,195,19,156,14,638,7,810,14,350
672,230,13,972,63,109,12,516,12,211,41,962,84,870
6,350,7,673,44,917,5,374,14,601,7,912,5,400
5,798,7,342,5,879,19,852,998,276,9,704,7,115
6,295,30,712,3,4,17,21,12,746,9,334,6,740
6,313,7,315,7,156,2,553,14,286,63,445,9,11
5,865,18,671,2,667,20,714,166,953,49,471,7,768
67,994,7,583,5,527,5,142,10,452,7,92,6,148
558,685,31,790,19,600,24,360,15,536,49,333,7,656
5,782,7,315,15,512,28,789,31,476,16,589,7,231
5,580,22,523,45,640,10,604,31,189,7,647,7,952
5,294,21,583,12,412,10,694,1,701,4,645,9,3
6,381,55,149,40,193,2,729,14,411,6,604,6,548
5,411,51,322,6,337,6,707,43,657,2,78,12,582
514,491,14,193,5,119,1,717,3,532,8,959,9,542
5,545,34,928,5,396,5,516,28,504,20,974,19,758
6,174,2,124,7,141,43,816,3,678,1,733,7,319
6,359,26,45,4,441,3,38,10,377,2,872,7,544
5,388,21,968,675,664,4,158,4,505,46,314,5,582
6,827,1,762,19,301,4,235,23,783,2,725,3,698
617,649,22,251,37,335,3,455,12,756,7,407,1,278
6,73,12,349,6,626,45,224,38,553,6,269,14,365
6,162,2,856,32,432,4,228,3,550,8,322,8,872
6,697,17,920,6,818,5,15,431,147,6,870,19,681
5,969,9,115,2,455,46,871,3,417,6,977,3,480
6,643,3,71,40,64,3,240,24,757,48,228,8,884
5,613,3,510,7,181,9,656,8,522,2,501,2,979
6,148,15,301,4,246,3,996,16,621,9,311,28,526
5,457,11,968,14,943,3,468,14,775,8,173,6,607
5,935,15,436,7,19,3,118,16,66,9,685,7,946
6,788,12,269,5,402,5,3,28,419,7,743,5,214
6,396,13,870,5,280,4,676,11,800,2,668,5,287
5,414,2,600,3,159,53,151,40,845,6,200,6,123
6,117,27,276,10,439,44,752,5,771,3,9,9,598
6,169,20,266,4,341,22,45,3,756,29,566,5,338
5,294,11,63,6,327,20,911,17,563,9,621,43,250
6,98,1,373,47,990,4,822,22,294,5,113,16,457
6,994,12,462,37,599,36,948,4,196,9,949,1,416
5,189,19,178,38,831,7,301,13,955,9,960,2,646
686,372,6,758,5,956,35,84,3,436,46,354,7,132
6,320,11,117,6,788,12,99,1,286,8,498,5,355
5,545,1,660,39,2,29,106,17,236,9,629,9,563
5,972,30,22,45,352,5,564,10,20,5,375,8,770
5,450,980,213,3,757,36,724,10,813,3,731,9,963
6,221,3,91,4,22,46,869,47,340,23,121,26,42
5,963,19,503,6,37,14,332,10,167,15,771,22,521
5,772,4,216,248,18,2,588,14,513,23,134,26,655
5,298,19,205,5,414,1,569,33,622,23,717,9,939
5,754,10,896,49,96,5,234,12,909,1,711,8,696
6,108,1,817,7,97,14,370,4,43,10,589,7,672
6,731,30,645,7,138,55,759,1,770,9,2,5,160
588,350,3,178,28,966,4,474,2,604,5,713,23,998
6,340,2,882,58,123,7,358,20,824,5,325,3,54
5,444,15,734,5,887,14,129,3,340,5,3,15,58
5,747,30,717,43,9,42,816,19,253,6,663,2,47
5,63,16,790,920,394,3,351,1,561,5,22,6,380
6,187,12,362,6,736,4,352,41,438,17,850,8,895
5,282,13,278,3,250,45,150,44,465,43,80,7,207
598,870,2,688,44,522,38,266,41,493,8,736,6,94
5,835,177,817,2,758,25,126,1,243,3,187,3,492
6,399,2,660,2,112,7,3,19,201,47,504,6,915
6,966,7,288,38,370,19,546,1,310,8,554,5,329
5,437,2,969,532,8,4,899,27,288,37,233,18,674
5,960,33,334,6,294,3,964,11,897,7,559,7,801
5,854,15,159,6,979,4,844,1,947,7,792,3,230
5,689,23,658,5,273,21,253,2,601,4,516,35,577
6,55,22,235,6,433,12,739,3,269,8,519,17,245
6,257,8,50,1,643,5,598,22,915,9,402,4,591
636,787,23,52,8,273,4,125,2,655,5,847,4,269
5,550,27,55,3,113,43,234,31,800,9,786,36,621
6,8,6,766,6,909,39,32,23,466,9,19,8,691
5,907,19,430,4,467,4,772,20,120,8,363,6,585
5,205,18,547,6,42,5,613,4,8,2,341,5,378
5,203,25,733,47,763,5,81,17,778,7,971,8,862
6,979,6,156,556,171,15,633,3,242,7,746,3,77
6,172,20,865,23,811,2,591,5,805,3,186,8,677
5,63,18,501,4,478,26,355,3,20,8,199,3,426
5,212,7,546,2,855,41,840,3,837,5,675,3,27
5,177,9,527,17,128,4,681,19,445,15,972,6,244
5,725,11,459,30,247,7,88,1,88,2,652,21,286
6,782,3,575,61,227,30,109,39,603,7,726,9,586
6,442,15,354,3,595,8,363,20,961,26,815,3,166
5,389,11,273,2,574,19,559,29,405,12,369,15,97
6,471,11,519,699,292,4,733,24,561,4,500,49,156
6,480,1,425,11,51,39,356,3,917,12,857,6,123
5,362,2,704,3,592,23,542,1,253,12,66,17,718
5,79,1,462,3,977,49,614,2,145,8,681,7,265
6,243,9,925,7,222,33,438,20,515,4,466,5,983
5,299,9,281,663,833,1,810,15,720,5,448,41,473
6,46,3,140,39,502,34,589,37,78,2,878,2,513
6,625,14,508,4,399,1,979,7,818,6,763,9,690
6,117,276,490,2,618,8,75,14,227,5,280,37,86
534,96,2,792,30,580,15,319,55,22,4,656,9,221
6,254,21,935,14,631,23,411,402,727,17,721,9,905
