main value [Voltage (V)],secondary value [Voltage (V)],main value [Current (A)],secondary value [Current (A)],main value [Motor Speed (RPM)],secondary value [Motor Speed (RPM)],main value [Temperature],secondary value [Temperature],main value [Vibration (g)],secondary value [Vibration (g)],main value [Ambient Temp],secondary value [Ambient Temp ],main value [Humidity (%),secondary value [Humidity (%)
9,975,846,98,7,14,47,562,3,148,29,293,4,462
9,275,800,35,6,922,3,408,5,786,4,546,2,791
939,713,5,436,35,588,11,891,2,984,6,947,9,197
8,811,6,965,10,356,4,37,7,248,21,230,9,899
8,93,5,422,6,366,1,824,15,788,31,233,6,48
9,868,2,881,7,350,19,473,24,604,2,329,9,989
9,378,6,924,7,834,5,704,32,538,8,567,13,647
8,431,8,810,9,509,5,826,1,188,47,374,6,344
9,60,7,154,4,395,5,681,23,885,3,664,32,725
7,713,929,961,2,672,36,652,3,549,9,186,5,568
8,581,7,739,5,290,3,173,3,571,12,644,8,858
7,515,16,78,5,200,2,512,3,149,43,634,5,78
9,287,5,15,5,623,5,613,3,24,23,499,6,482
8,866,40,849,7,734,20,292,18,764,3,368,5,821
827,714,28,444,9,633,1,399,3,60,5,633,5,44
8,635,33,539,7,779,37,724,22,99,9,630,4,380
8,77,29,270,41,613,19,17,11,437,60,934,49,309
8,421,24,218,2,343,1,364,1,716,7,179,4,917
7,884,22,436,2,946,5,338,31,944,8,704,22,722
9,458,7,981,3,31,3,343,17,894,20,431,3,400
8,517,1,737,7,73,9,673,13,328,9,991,9,92
7,697,5,991,7,820,5,695,58,933,6,217,3,209
8,854,177,876,6,401,39,645,16,476,5,193,3,606
9,487,7,22,5,450,10,676,2,683,7,956,7,209
8,117,660,782,6,293,5,51,4,910,17,126,1,531
8,737,6,373,19,784,11,536,2,734,6,54,8,301
8,796,9,764,8,392,3,784,32,365,9,444,3,80
9,305,24,98,7,657,3,673,16,495,4,105,7,78
9,231,19,953,41,190,40,698,17,791,14,338,9,874
9,38,829,19,16,339,3,46,16,513,9,707,1,766
9,354,4,174,9,709,7,727,23,391,6,115,16,342
8,145,5,16,8,355,42,935,2,612,9,981,7,124
7,886,4,398,8,501,32,292,2,766,8,738,13,120
9,397,4,186,23,326,17,58,20,925,4,205,8,874
8,432,37,690,3,406,9,466,28,339,3,820,6,239
8,178,9,316,10,164,8,663,20,844,4,295,6,382
9,249,263,222,37,813,24,764,19,76,7,608,12,17
787,71,2,866,45,362,31,189,3,574,6,168,23,90
8,763,9,632,21,473,48,278,34,341,5,792,77,501
7,535,1,883,14,950,3,350,27,834,2,229,25,203
8,846,6,874,13,580,3,249,8,860,56,312,4,118
7,691,3,195,967,266,24,318,20,623,8,248,14,425
9,615,8,348,7,937,5,122,16,570,41,288,5,4
7,725,24,263,9,212,17,63,13,337,7,189,5,734
8,249,9,596,1,716,20,76,29,37,1,386,41,80
751,251,7,751,5,142,5,708,23,832,5,170,9,450
8,267,6,530,6,418,12,507,1,426,7,193,3,586
8,225,7,766,8,479,18,874,2,534,11,29,1,18
8,591,39,242,5,532,45,273,39,304,4,387,4,205
8,617,37,446,34,541,14,153,27,328,22,276,34,328
83,369,8,53,6,746,2,195,2,700,1,760,5,695
9,121,9,698,4,40,3,344,24,959,8,213,9,465
9,414,30,773,31,990,21,760,23,973,7,466,5,995
8,305,9,77,6,513,23,922,28,172,6,124,1,631
9,336,9,496,6,607,5,517,2,124,2,670,6,889
7,823,39,911,30,148,29,211,8,656,5,88,9,350
8,146,9,440,7,96,6,180,9,590,18,582,8,88
8,120,8,437,10,863,5,126,16,357,4,499,1,386
974,304,7,993,8,628,20,493,16,491,8,601,2,938
8,920,5,349,8,213,5,589,22,740,46,769,3,613
9,181,5,423,39,387,3,345,3,178,24,396,30,390
9,529,915,159,56,429,4,127,2,828,7,791,4,933
9,721,7,31,6,695,15,936,11,153,9,56,2,872
8,570,8,206,21,587,46,176,19,116,37,670,8,950
8,944,7,419,30,381,4,883,3,441,7,463,5,319
8,645,14,199,20,46,42,396,16,769,38,272,8,240
9,731,7,68,7,792,4,295,5,861,7,482,8,735
7,658,7,56,9,737,5,579,21,190,9,994,9,130
8,547,6,406,9,688,32,318,14,747,6,688,33,547
9,45,713,51,6,656,34,31,17,37,4,764,1,982
814,912,8,549,7,139,5,385,621,192,6,936,3,728
9,388,8,639,14,493,5,698,31,797,3,611,36,630
8,970,16,289,9,878,10,917,2,436,1,273,7,439
9,400,7,557,675,199,3,713,202,402,33,946,7,598
8,70,5,896,8,942,4,265,8,459,2,949,5,440
8,609,1,399,4,809,39,579,18,848,7,90,6,756
8,696,17,871,6,665,43,558,22,230,5,410,24,427
8,147,606,815,540,630,7,979,6,376,9,24,2,658
7,898,5,436,42,808,10,213,269,356,9,492,5,189
9,859,4,372,9,209,29,548,24,665,7,206,22,446
817,602,5,631,5,563,48,279,12,419,12,334,16,29
9,45,667,855,9,118,42,637,21,452,15,575,8,291
9,666,875,421,4,141,3,227,20,192,6,783,26,995
940,294,6,654,8,233,9,947,4,874,24,94,6,897
9,147,7,62,5,741,5,519,11,54,3,475,25,197
9,315,767,904,7,363,4,675,19,403,2,411,5,216
8,274,5,160,8,765,4,147,31,420,2,828,12,538
9,765,5,933,8,240,5,657,3,579,35,718,8,568
9,384,9,150,45,864,40,732,2,71,6,334,6,527
7,535,6,579,4,375,40,326,2,992,5,91,20,380
961,790,6,506,2,545,9,872,6,645,5,376,5,245
8,494,8,880,554,932,4,126,25,957,4,223,22,516
9,402,7,842,24,117,3,100,18,141,11,161,1,705
8,813,5,271,4,130,1,870,23,219,19,768,6,866
9,699,7,253,5,36,8,392,11,228,7,858,7,660
7,923,8,785,9,396,36,643,16,3,2,580,8,632
9,176,7,815,6,364,29,131,2,932,7,134,15,402
9,471,387,87,7,292,9,172,2,133,19,38,8,433
8,579,22,320,4,234,41,666,26,192,6,708,3,158
7,736,9,395,6,816,3,265,18,572,5,633,3,295
8,290,9,900,7,238,38,286,28,746,27,271,21,687
8,548,501,990,525,210,5,578,21,655,6,75,15,598
9,80,8,279,3,42,40,625,5,167,9,127,9,104
767,21,5,168,4,532,18,848,7,327,9,165,37,810
7,755,2,363,35,589,17,525,31,300,9,87,7,334
9,194,5,560,6,780,5,659,24,833,1,320,3,800
7,956,5,499,6,556,2,182,18,732,6,120,6,800
9,57,32,471,7,746,4,900,12,507,7,578,30,17
8,931,3,315,7,396,5,661,21,303,9,652,4,61
89,97,434,184,37,296,1,369,3,529,4,287,4,818
8,328,15,911,7,715,16,642,25,212,22,613,16,175
8,580,2,628,2,164,12,458,1,989,3,558,1,812
7,699,583,608,9,901,54,754,25,52,4,400,2,596
8,15,983,567,39,28,1,751,8,73,33,548,34,335
9,227,8,983,7,785,18,673,316,598,9,897,2,124
9,252,7,688,4,55,34,493,2,216,27,954,8,909
8,444,1,486,15,721,4,576,21,20,37,338,4,15
9,488,9,3,9,145,48,596,1,954,45,786,3,838
855,919,42,784,3,123,5,191,22,451,8,85,1,522
7,527,6,62,7,846,2,354,31,828,3,488,9,577
9,775,7,252,2,547,5,656,3,453,2,873,9,396
9,541,34,771,520,598,42,920,13,345,15,26,3,74
7,898,5,641,6,71,5,204,11,448,4,524,1,474
9,142,6,266,7,73,18,120,1,665,32,857,5,581
9,268,37,735,39,435,2,822,19,97,8,53,7,140
7,557,41,527,5,454,41,165,3,113,8,688,7,896
9,456,7,926,8,671,13,576,15,531,4,54,31,832
8,293,9,150,4,291,28,976,28,351,6,999,17,191
9,181,47,381,3,607,1,553,23,256,8,971,5,878
9,254,5,343,16,122,20,674,7,265,26,183,7,440
9,894,5,53,39,890,32,798,6,894,20,849,1,379
7,663,19,653,824,119,9,458,12,590,2,802,5,965
8,884,727,731,11,310,31,231,2,204,8,595,50,168
874,545,15,792,9,219,5,357,32,933,2,298,1,165
7,613,664,737,4,565,45,348,17,544,5,133,6,834
8,567,23,190,6,293,3,976,1,105,2,164,8,627
8,708,18,763,46,222,2,952,3,77,4,673,5,524
8,447,5,401,2,628,6,794,926,403,9,280,21,825
7,676,5,177,3,66,13,291,21,358,29,143,22,206
9,310,26,85,5,679,15,315,26,894,16,459,9,840
8,304,839,900,9,14,2,452,12,760,26,316,2,157
9,459,42,353,28,929,3,402,14,990,2,239,4,238
8,899,5,47,9,717,43,923,32,556,15,227,22,51
8,112,4,725,5,196,32,792,3,439,4,161,6,876
8,660,563,337,5,451,1,642,23,528,7,840,3,238
9,85,8,757,8,702,3,814,8,270,7,738,2,532
8,864,7,291,8,766,4,708,3,598,8,25,15,982
7,963,45,660,2,717,4,609,32,294,8,69,7,412
8,881,42,35,2,937,6,599,34,738,6,996,1,418
778,328,21,101,9,563,36,782,28,649,2,601,25,279
8,162,4,343,33,30,3,682,11,773,1,752,6,51
9,925,3,892,8,629,4,434,4,211,5,254,3,201
9,605,8,173,8,331,1,657,21,718,6,33,31,665
8,992,5,224,4,331,21,955,19,754,3,51,4,877
9,79,15,952,9,475,48,657,4,504,18,942,6,846
7,620,5,926,2,371,3,683,10,438,9,68,6,301
7,530,5,209,3,208,1,274,3,174,5,818,4,267
7,679,3,892,511,620,9,585,33,707,10,925,4,652
7,655,21,593,128,414,43,618,6,523,7,136,10,793
895,442,41,2,2,567,25,703,27,268,7,646,16,865
7,560,6,992,3,770,3,301,319,13,6,241,2,731
8,527,5,99,17,990,27,978,5,341,8,339,8,794
8,78,3,16,954,457,48,58,2,251,5,238,5,936
9,266,3,881,2,662,3,749,14,956,46,973,3,385
9,545,638,5,6,298,21,283,1,633,9,711,6,259
8,148,6,911,9,585,41,367,11,809,9,815,9,233
988,926,6,671,8,396,10,344,94,211,10,458,5,40
7,882,6,75,4,891,5,117,30,53,6,76,2,924
8,753,4,775,2,995,5,391,1,68,10,102,6,31
8,508,7,428,5,425,45,989,2,810,7,972,49,675
9,359,44,217,7,777,22,183,4,956,4,714,27,736
857,234,5,182,6,712,45,845,15,156,4,191,5,898
9,353,23,679,8,954,40,715,7,615,9,930,7,742
8,490,954,818,7,949,5,437,11,92,2,953,34,873
7,692,5,206,9,591,4,395,15,970,7,304,8,155
9,81,752,203,4,710,4,445,36,147,11,976,9,289
8,679,5,844,7,734,15,388,23,731,14,380,57,186
8,961,684,576,4,231,4,153,1,836,4,266,6,861
959,523,3,379,922,181,18,321,26,575,8,165,16,693
9,243,15,580,4,98,32,330,24,954,21,996,4,825
8,28,4,16,5,101,5,128,18,747,4,418,6,730
7,878,7,13,22,685,2,505,17,465,11,464,9,863
8,281,41,98,37,948,11,31,3,270,6,623,9,342
8,958,35,85,2,718,14,317,18,255,16,905,17,183
7,984,9,443,5,851,5,658,3,398,10,819,5,405
8,946,11,109,971,768,32,788,2,533,6,684,9,967
7,635,9,934,6,231,5,321,29,426,19,202,33,418
8,537,41,887,9,200,5,588,24,77,4,822,6,229
9,180,2,747,28,34,14,141,1,668,7,251,49,897
9,200,6,986,702,259,257,505,3,135,7,852,5,323
9,146,46,995,8,621,33,187,29,885,22,157,7,287
8,383,4,79,22,191,4,627,34,940,5,293,3,410
9,285,5,842,971,561,2,23,3,563,14,203,26,981
754,960,9,526,18,445,6,132,2,800,5,980,9,919
8,98,29,52,29,71,48,621,2,30,5,285,25,866
8,419,3,228,7,331,47,607,8,355,38,23,9,719
9,492,7,223,824,319,2,299,669,623,2,620,30,623
7,677,9,6,522,607,37,423,31,560,7,862,2,138
8,483,28,751,32,657,29,168,1,97,24,204,2,913
93,593,37,915,7,581,2,947,10,820,31,628,6,583
879,902,12,855,7,886,44,171,22,865,11,256,8,646
8,584,25,463,7,245,1,926,2,288,8,383,9,234
9,322,6,989,3,608,15,758,2,75,8,262,44,680
8,104,3,798,5,195,3,408,22,953,13,792,23,164
7,563,7,681,20,985,10,127,24,195,8,734,4,267
761,982,16,28,9,638,39,115,331,766,22,236,5,557
9,169,4,121,5,81,4,404,5,383,32,286,20,557
8,127,7,829,8,490,2,746,2,230,3,30,7,738
7,499,553,211,8,814,40,893,8,829,4,96,16,804
8,762,2,199,4,901,30,139,550,12,15,882,10,927
85,740,5,207,39,111,42,360,24,842,4,667,3,515
7,554,2,236,6,202,4,181,1,149,8,27,4,905
9,81,545,607,5,240,42,649,3,117,14,228,5,764
8,308,6,893,7,717,5,574,2,125,44,719,9,503
8,970,4,695,7,24,9,542,17,760,3,853,7,732
7,997,4,741,6,96,14,166,3,460,5,649,30,513
7,762,406,938,6,998,2,986,20,71,37,480,8,365
8,116,9,414,5,983,30,941,10,774,1,378,15,30
8,601,49,73,2,463,41,55,24,878,26,43,8,434
9,341,18,966,14,909,6,398,6,481,41,699,3,421
7,906,4,827,9,4,23,801,25,278,26,688,2,652
9,438,1,606,7,660,36,915,18,862,11,779,4,336
9,179,154,900,8,745,13,927,12,450,9,196,9,118
7,998,3,413,9,182,17,384,5,419,4,451,21,403
9,177,505,744,9,304,28,284,8,261,6,177,8,305
7,562,11,605,10,368,5,553,8,0,7,841,3,414
8,709,44,279,21,628,6,89,2,639,6,489,6,703
787,709,7,400,44,125,2,55,2,730,39,252,40,352
851,759,8,489,6,667,4,897,2,386,5,582,1,765
9,555,8,595,533,975,19,996,3,32,25,586,7,803
9,140,9,195,8,24,1,783,22,161,5,924,9,990
9,432,3,576,1,942,49,988,3,351,6,623,3,509
9,693,23,400,8,630,5,98,1,432,40,891,9,224
7,671,9,410,18,147,11,947,20,999,22,642,36,20
77,999,6,39,23,538,4,204,20,262,18,696,9,511
8,885,18,448,4,530,36,819,44,496,47,125,6,435
8,518,7,58,8,508,5,339,11,828,9,268,4,858
951,682,2,508,11,527,5,569,6,965,4,108,8,150
942,283,2,563,6,237,1,505,1,540,5,824,9,629
8,99,1,600,36,682,16,506,32,183,9,27,48,137
8,779,8,23,2,897,1,671,14,60,7,494,9,943
9,716,44,845,8,825,2,575,26,591,5,509,14,275
883,890,243,803,8,593,6,453,22,474,40,799,9,934
9,597,3,60,5,828,7,136,2,536,9,678,7,290
826,368,48,109,9,316,5,444,21,318,8,277,8,917
8,50,17,995,7,3,3,254,23,554,22,253,9,976
9,219,8,109,46,354,5,329,8,132,9,595,6,312
9,329,6,243,49,123,41,663,6,75,3,93,7,455
7,907,8,148,9,647,4,421,8,862,9,706,8,513
8,355,21,445,3,543,24,183,2,727,19,666,8,49
7,635,2,681,5,107,3,761,3,624,1,920,5,725
9,639,7,778,9,889,10,746,1,953,9,37,8,532
9,706,4,39,2,861,2,717,87,485,49,206,8,788
864,620,6,849,3,63,53,237,17,976,4,545,2,910
791,48,46,552,7,749,40,41,3,183,5,569,6,544
9,148,7,653,5,556,5,288,17,641,41,15,3,832
9,514,39,83,6,90,1,138,26,663,7,226,6,156
9,119,7,385,16,77,41,777,18,823,18,859,5,853
9,221,730,91,8,715,36,730,31,751,8,445,5,457
7,911,27,82,8,586,16,977,4,211,7,648,48,205
7,835,5,609,8,528,3,406,3,907,8,884,11,959
9,438,8,271,49,613,44,338,27,846,5,959,9,828
9,74,387,622,25,747,5,374,2,181,8,879,32,986
8,723,26,475,5,163,26,248,14,610,8,204,6,283
9,744,41,368,20,561,5,97,7,366,11,485,33,590
9,605,9,200,8,61,4,726,18,708,3,262,20,282
8,873,6,238,8,511,3,229,1,949,13,737,5,821
8,880,8,637,48,609,4,76,14,628,1,814,8,422
973,66,24,600,24,730,4,742,19,472,7,681,8,694
8,63,25,684,6,105,13,190,3,596,5,695,19,435
9,281,7,443,2,657,5,377,32,686,6,885,6,837
7,926,6,303,5,892,44,397,21,382,6,956,7,18
8,431,24,557,4,846,5,192,7,714,6,185,29,176
7,648,877,370,9,867,34,874,6,331,5,339,8,677
8,230,4,518,3,949,4,231,21,18,5,906,5,932
8,568,9,497,3,938,9,510,15,597,7,284,5,537
9,182,21,862,9,177,15,353,3,115,33,135,9,291
9,162,7,31,7,346,2,795,2,669,6,302,7,610
776,945,43,489,15,573,34,377,741,8,8,542,17,922
8,347,33,209,5,145,18,268,1,400,3,477,24,995
7,915,5,126,4,325,48,943,25,220,6,484,6,195
8,371,9,521,52,61,23,524,12,752,7,170,18,885
7,793,3,236,9,49,14,413,2,737,5,391,2,862
7,619,25,754,388,922,5,476,2,615,11,700,5,215
8,727,43,406,1,142,25,125,3,406,14,774,2,391
8,18,6,484,7,91,4,759,6,968,8,66,8,133
8,781,5,737,8,68,38,498,13,760,7,132,4,602
9,355,7,89,3,785,5,437,3,69,31,310,21,605
7,664,7,371,8,705,31,211,1,419,7,98,7,441
9,684,35,466,9,369,1,54,2,310,2,110,16,652
9,861,19,173,4,962,46,233,30,771,15,669,8,681
8,436,38,833,8,777,40,644,35,332,6,670,5,787
7,624,14,271,6,349,229,411,27,394,8,497,7,502
8,872,28,498,7,56,49,320,1,533,7,530,8,412
9,75,586,178,31,180,4,193,28,402,30,787,18,670
7,605,5,338,3,328,5,23,1,483,2,552,5,13
8,143,33,113,43,855,8,99,6,945,40,867,9,57
8,793,1,559,3,601,13,169,2,854,1,803,7,388
8,123,12,919,4,902,5,483,12,707,8,20,3,875
7,652,36,19,12,315,4,295,21,555,29,822,23,478
895,851,39,289,917,498,16,789,23,55,4,227,5,22
9,940,11,231,4,392,38,969,13,377,6,720,10,413
798,816,6,503,6,313,20,734,26,124,5,799,6,780
9,308,287,628,42,797,6,391,30,121,4,364,35,264
9,116,30,960,13,391,1,959,8,911,8,527,7,988
941,128,1,573,9,449,3,924,8,260,20,404,7,534
8,887,5,483,38,104,4,23,24,8,3,524,9,363
9,270,24,56,6,641,36,899,3,394,4,805,1,450
8,672,614,221,25,340,4,373,7,169,9,997,9,865
9,854,9,515,4,592,4,978,2,650,45,755,16,930
7,771,20,387,7,179,21,192,22,807,7,30,4,378
7,591,6,652,321,242,26,277,11,235,6,120,3,116
9,259,9,524,1,366,1,755,9,195,21,635,8,379
914,685,9,539,8,874,17,840,24,467,2,566,17,62
950,425,5,109,5,406,36,223,602,496,37,707,2,239
9,956,29,606,41,337,3,120,21,769,5,728,7,847
8,224,9,738,3,118,43,742,33,925,6,308,44,51
9,621,21,889,6,388,46,218,3,410,6,691,7,115
7,518,31,818,6,525,31,256,17,535,7,358,2,122
8,608,11,140,15,955,22,102,5,518,6,15,7,815
8,492,28,208,4,32,33,601,33,382,7,432,47,633
8,93,6,480,9,444,1,763,24,353,5,242,23,72
9,887,15,993,2,528,12,974,8,869,5,653,26,562
9,940,8,541,41,323,21,752,3,95,7,188,35,317
81,489,3,642,8,613,2,522,2,685,7,957,9,95
8,556,21,222,11,865,15,387,15,551,7,459,36,745
9,253,7,185,2,785,47,172,20,985,21,32,5,182
9,241,9,687,779,478,7,530,24,945,20,69,44,513
8,396,7,132,4,64,2,893,12,175,25,749,7,964
963,973,3,640,15,98,28,905,2,855,1,307,16,810
9,842,5,898,6,515,2,992,11,481,46,864,5,626
9,85,5,663,9,445,5,699,35,965,4,65,9,703
9,4,19,20,814,554,16,560,11,212,9,909,2,736
9,754,5,396,5,908,2,488,3,338,5,243,2,808
8,757,4,733,5,417,3,557,1,734,5,163,8,573
9,718,45,543,25,451,11,555,2,898,8,67,8,963
9,15,9,825,32,935,5,116,27,314,1,593,33,58
9,135,8,92,39,934,3,108,18,608,4,23,6,364
9,982,17,10,7,53,2,911,3,582,23,433,5,458
7,851,5,333,7,24,16,591,10,668,3,885,1,374
8,141,3,402,5,804,2,664,2,32,8,388,8,422
801,32,18,717,7,637,2,334,3,555,3,266,19,449
8,303,24,276,1,688,33,219,19,718,22,297,7,683
8,425,8,408,6,404,4,603,2,195,4,747,8,839
9,939,3,184,2,875,35,791,2,980,5,680,24,668
850,194,8,400,746,272,19,112,2,839,3,921,9,817
7,924,8,252,5,425,2,79,26,908,5,12,7,899
9,923,7,925,5,213,5,449,7,292,31,109,1,672
7,800,31,888,7,464,23,877,5,365,8,977,6,342
8,210,9,981,5,820,47,912,2,639,9,609,12,102
8,496,9,655,9,115,41,136,3,175,2,594,5,106
8,33,18,478,43,808,5,149,2,520,1,979,8,210
7,737,44,549,753,469,4,916,9,578,9,979,5,44
9,226,7,706,8,962,4,625,3,322,5,721,8,955
9,721,4,351,8,220,20,506,17,288,3,770,8,729
9,144,37,780,7,3,4,948,8,720,9,457,7,423
8,961,2,883,4,635,5,447,13,45,4,553,8,396
8,489,7,296,8,960,10,71,17,27,14,995,3,935
9,638,5,177,8,169,46,147,24,974,6,363,11,66
8,507,3,362,6,424,1,952,1,695,44,190,9,543
7,565,5,939,6,161,13,302,5,361,3,454,3,888
8,47,2,520,5,249,5,0,2,730,7,57,5,560
942,534,5,270,8,826,5,145,2,577,8,168,40,251
8,785,15,802,9,0,3,739,8,33,9,105,77,344
9,676,923,245,6,87,6,850,33,41,5,354,7,830
7,806,7,85,8,152,28,640,21,526,8,849,7,720
9,929,7,16,9,375,33,608,1,922,7,931,5,155
8,144,5,507,9,575,5,410,14,570,25,954,7,198
9,569,5,244,7,560,2,973,2,539,9,580,9,943
8,761,5,141,7,211,4,865,21,270,8,257,5,258
9,354,2,609,9,688,4,973,17,737,2,460,4,571
9,90,3,971,22,488,4,250,3,354,6,189,9,604
9,120,6,604,9,733,3,385,23,260,2,536,2,42
8,80,5,925,4,965,4,72,396,255,5,759,2,819
8,988,3,637,2,643,28,777,14,837,7,569,4,514
8,354,2,979,9,119,5,198,30,541,5,999,5,950
9,677,14,610,48,671,11,540,2,323,42,481,5,70
8,656,5,6,8,490,34,787,338,529,7,919,6,40
8,651,28,661,742,220,3,707,2,798,2,642,3,922
7,765,9,548,6,520,9,693,27,862,9,757,9,19
8,523,46,154,3,566,3,8,28,694,2,858,11,938
9,824,23,933,4,767,4,351,9,998,3,278,3,137
7,718,6,385,37,183,12,518,27,801,4,945,8,44
8,876,6,658,4,344,38,926,17,749,5,751,8,484
9,289,4,283,45,828,3,740,19,924,8,498,9,831
9,321,5,682,8,177,20,258,1,980,27,176,8,733
9,256,1,322,76,339,4,701,43,89,8,620,8,976
9,506,2,258,948,98,24,763,10,227,10,832,28,109
9,763,2,988,5,689,41,305,2,815,8,410,23,500
9,881,4,306,22,503,5,511,4,331,7,564,9,521
9,959,9,933,50,857,24,134,2,162,7,453,6,168
8,887,4,831,7,892,28,630,8,761,43,251,9,220
780,902,8,91,9,679,5,409,18,469,7,424,1,693
8,135,6,182,5,219,21,696,20,356,7,771,17,869
9,699,431,353,2,670,23,164,2,498,14,860,2,888
8,179,3,286,9,329,1,373,12,716,8,964,6,311
9,148,7,596,6,888,2,824,2,652,5,634,5,438
8,274,1,724,1,706,2,170,58,887,9,30,15,753
8,659,5,330,6,380,22,289,26,280,7,390,7,728
9,667,1,602,37,851,5,386,1,637,1,654,8,812
990,362,6,547,8,307,4,924,34,28,9,852,19,771
8,988,5,611,11,647,25,382,8,154,29,819,4,40
7,630,8,335,4,913,4,772,31,78,7,89,5,985
7,574,9,757,1,186,23,171,2,822,9,178,4,724
7,766,826,978,1,798,2,575,17,772,7,335,19,657
8,913,3,638,3,826,254,209,2,151,6,656,9,701
9,802,36,138,8,444,4,88,13,296,27,192,26,163
8,252,8,753,3,796,32,477,31,392,32,463,5,280
9,518,13,866,885,351,5,556,13,910,48,553,4,614
7,901,3,375,3,737,24,72,22,633,3,290,8,321
8,769,2,742,3,703,17,235,4,51,7,21,9,181
8,742,8,591,22,913,48,387,32,21,43,388,9,306
8,433,8,768,3,519,3,350,2,342,26,813,29,950
8,364,8,485,7,541,4,645,20,117,27,406,31,19
9,679,20,396,10,674,4,694,8,815,10,984,20,761
807,445,9,215,6,357,21,786,3,434,5,660,6,25
798,896,5,632,7,574,4,986,21,830,14,149,47,337
9,255,4,335,35,949,28,912,18,691,1,341,9,24
8,951,6,485,6,741,5,380,27,652,7,69,27,153
9,168,9,114,4,920,43,291,141,906,4,130,50,428
7,537,7,600,9,711,13,702,14,982,8,951,4,35
8,359,46,89,8,201,24,423,10,298,6,743,3,105
7,644,8,732,2,588,5,461,2,843,21,333,25,297
9,122,3,865,5,334,2,825,26,39,49,490,20,120
7,743,11,654,8,683,4,377,3,525,9,351,5,565
7,819,9,368,8,159,6,355,3,128,9,68,8,115
9,91,7,901,6,464,9,654,20,609,5,988,28,390
9,112,7,956,13,344,10,696,3,527,6,827,10,112
7,990,7,76,28,782,10,796,12,267,3,73,18,254
9,914,25,891,6,819,34,807,2,666,7,956,9,860
898,113,7,568,6,769,2,785,7,956,10,336,32,40
8,364,16,583,40,266,5,610,14,968,3,870,9,475
9,216,540,635,40,727,24,426,11,185,46,280,5,684
9,416,29,432,5,999,4,456,52,862,3,800,40,315
963,185,3,950,10,968,46,970,6,294,16,688,1,185
7,718,32,393,8,971,49,796,2,757,6,778,6,362
8,419,4,266,3,95,5,481,2,971,8,100,6,990
8,328,7,246,23,23,5,307,23,477,1,970,5,6
8,31,4,753,8,977,3,668,17,402,5,784,7,997
9,993,15,660,42,475,19,322,10,233,6,953,5,201
9,474,38,628,48,494,39,227,29,395,9,441,21,738
910,224,9,381,9,530,5,261,3,277,31,37,3,432
9,680,23,205,6,852,1,444,36,247,9,974,6,192
7,717,8,519,5,380,9,680,3,59,9,29,6,894
978,367,8,48,14,916,42,993,3,626,6,483,9,41
9,816,6,846,14,87,24,533,22,190,8,901,16,413
9,571,5,736,9,580,9,387,2,407,5,138,2,209
7,655,19,78,4,497,46,542,1,839,5,182,8,836
9,556,24,876,8,212,5,160,5,39,45,605,9,115
8,653,5,585,7,339,42,34,3,623,7,190,6,580
8,553,19,922,6,348,1,119,3,129,6,410,9,117
8,875,5,582,9,488,31,210,29,740,7,693,8,771
9,826,7,305,4,203,3,726,1,295,8,156,6,825
8,376,1,856,23,28,5,451,13,761,38,238,6,472
9,892,568,702,22,104,4,485,3,539,3,872,3,236
8,99,8,428,34,136,19,88,1,425,7,988,9,712
8,279,8,627,2,639,4,76,35,210,12,193,5,890
7,599,3,141,8,344,3,934,23,55,29,916,1,493
978,695,4,568,2,539,7,873,27,340,3,869,6,155
9,388,35,571,3,556,5,257,36,859,7,391,15,807
8,269,6,26,5,294,3,975,19,800,8,150,9,348
9,556,39,815,5,453,2,166,6,733,4,768,3,82
8,20,8,972,14,733,7,914,3,65,19,470,23,420
9,315,963,67,6,543,38,111,6,628,8,210,8,24
94,854,45,153,6,701,47,827,5,894,59,680,9,133
9,836,8,395,6,765,8,488,5,836,17,735,5,650
9,831,5,584,9,656,2,295,11,257,2,915,3,703
9,900,9,226,8,269,25,428,2,336,3,353,25,384
7,708,7,270,803,107,31,72,35,2,9,41,4,584
7,908,9,326,6,584,12,414,1,826,7,971,5,487
8,840,1,565,9,99,3,934,17,761,42,77,7,721
8,812,650,883,7,276,4,650,2,972,3,196,5,239
8,628,22,72,7,297,5,800,21,188,4,470,2,128
769,993,6,806,25,744,11,301,21,598,6,862,28,172
9,791,9,457,17,688,4,814,1,796,34,366,2,940
854,581,9,816,9,206,8,700,26,317,8,385,6,550
9,999,8,327,6,939,12,828,9,481,25,813,8,155
7,633,7,229,47,140,39,795,22,176,9,6,5,275
9,347,7,484,7,781,5,530,26,178,6,704,5,221
987,924,8,646,2,858,9,5,19,321,8,385,10,780
790,601,27,270,4,695,48,252,2,590,3,89,1,491
8,425,9,203,3,635,5,455,283,314,4,103,9,598
9,888,2,575,2,729,41,454,16,323,6,520,17,888
949,22,12,438,8,300,2,155,16,766,4,172,5,142
9,644,26,649,6,25,4,315,1,600,6,564,29,633
7,572,1,955,16,981,3,733,26,886,1,764,5,895
9,654,7,23,7,144,2,901,338,415,6,129,9,193
8,459,7,107,885,470,3,663,1,133,9,629,8,210
9,656,3,551,8,605,28,976,10,759,11,719,5,863
7,882,346,886,8,9,4,563,192,455,8,657,17,824
7,826,704,641,2,649,20,574,8,310,41,423,32,299
8,512,43,760,9,696,5,298,8,560,5,234,5,997
779,481,31,61,8,27,5,79,20,578,3,92,11,932
8,918,9,574,5,835,4,646,11,995,6,815,9,672
