main value [Voltage (V)],secondary value [Voltage (V)],main value [Current (A)],secondary value [Current (A)],main value [Temperature ],secondary value [Temperature]
5,208,1,797,5,90
6,147,8,136,4,175
5,828,2,490,5,194
6,944,25,673,47,723
5,605,22,550,1,745
5,5,24,988,41,934
6,58,10,841,13,661
6,804,1,151,4,698
6,794,9,827,49,301
5,189,3,51,2,918
5,995,2,556,4,28
5,220,19,176,319,474
6,244,8,852,22,12
6,528,900,775,520,741
6,267,22,383,7,446
6,255,2,941,1,610
5,688,29,150,2,799
615,484,23,122,5,118
6,940,2,946,11,691
630,366,24,260,3,751
6,75,5,345,32,183
5,978,1,705,2,760
5,843,11,32,4,458
514,261,2,214,15,404
5,314,13,236,4,741
6,442,15,433,2,680
6,795,20,756,28,728
6,742,29,711,33,755
6,810,22,137,6,603
6,992,27,972,3,440
6,724,7,251,24,27
6,74,18,547,1,591
5,230,21,717,21,499
6,801,21,880,4,984
6,115,30,43,4,26
6,149,8,277,5,45
5,695,12,860,22,501
5,940,23,358,23,164
6,713,1,967,3,718
6,632,21,145,12,683
5,125,2,592,25,386
5,588,1,498,31,508
6,982,30,198,4,399
6,362,2,587,20,463
5,383,1,34,8,135
6,206,2,675,2,783
6,235,8,848,11,93
5,327,3,435,544,542
6,934,3,138,46,404
690,586,22,904,3,330
6,335,26,186,2,88
5,988,38,276,3,89
5,592,14,844,4,301
6,30,6,732,18,574
5,88,17,573,21,263
6,142,9,254,5,165
6,600,1,563,5,689
6,403,59,177,5,249
5,191,10,982,471,917
5,76,10,416,2,32
5,938,21,157,15,158
5,48,3,245,413,682
5,799,5,298,3,561
5,397,20,433,1,869
6,147,13,421,291,7
5,644,2,832,3,679
5,691,2,971,197,456
5,336,8,571,43,370
5,76,17,914,44,485
578,826,26,789,5,167
557,102,27,479,3,589
5,49,1,400,5,602
6,840,32,591,5,335
5,145,20,464,48,717
6,264,29,934,225,754
6,984,387,606,3,378
6,722,13,765,3,502
6,534,11,179,6,119
5,853,23,107,5,466
5,138,2,186,4,994
5,359,3,278,7,81
5,99,2,728,5,15
5,526,25,624,6,853
5,708,24,82,5,79
56,199,16,582,19,831
6,476,18,661,14,497
5,200,1,580,5,545
6,534,37,266,7,443
696,667,58,879,506,704
5,595,18,177,14,139
5,32,2,482,8,832
6,914,3,250,3,975
6,320,46,697,5,79
6,784,8,308,46,314
5,424,12,767,2,711
6,189,5,899,44,750
658,797,27,722,4,916
6,34,45,338,21,314
6,13,12,190,17,612
6,595,25,914,4,880
6,643,17,224,1,495
5,123,23,127,17,441
5,950,3,169,3,818
6,297,16,954,37,589
6,144,5,211,5,33
6,92,51,141,45,664
5,228,2,73,1,808
5,244,26,826,18,870
6,138,11,596,3,451
5,818,2,104,1,636
6,363,8,95,56,607
6,219,1,607,45,808
5,680,22,664,2,230
6,392,13,496,3,641
6,817,275,801,4,299
5,77,10,52,44,59
5,557,805,696,26,551
6,594,24,60,1,340
6,441,9,461,12,42
6,108,29,954,10,994
5,627,28,351,45,915
6,494,11,731,68,703
5,482,28,575,3,263
5,424,29,248,3,715
6,399,8,180,29,308
6,431,19,676,3,992
5,43,12,186,5,424
660,955,349,536,5,164
5,813,10,884,46,585
5,480,17,269,20,80
5,208,18,480,12,920
6,796,22,966,3,639
5,734,26,869,46,920
5,545,16,114,11,292
5,602,4,389,14,5
6,425,21,864,2,563
5,897,8,576,2,588
6,190,2,994,27,22
6,878,24,991,5,31
5,391,2,75,1,534
5,969,2,986,2,690
6,729,32,839,3,981
5,490,24,362,5,696
6,914,4,20,4,697
5,854,13,282,4,793
663,697,4,533,34,72
6,464,2,715,42,577
6,666,13,244,16,219
5,885,2,749,2,737
6,686,24,125,17,818
5,625,11,253,3,685
6,336,2,81,16,625
5,291,19,495,1,879
6,255,22,274,3,507
6,221,2,752,4,971
5,88,16,26,22,137
6,196,23,593,953,630
5,629,22,100,4,211
6,384,10,470,5,331
5,385,26,293,1,593
5,421,27,897,453,669
6,431,8,43,17,593
6,823,25,910,4,678
6,375,3,27,7,977
5,137,443,195,42,296
6,734,35,565,5,52
632,61,774,372,8,341
6,391,2,573,14,991
6,423,18,753,275,21
5,127,28,789,18,200
6,539,16,666,619,532
5,170,3,86,1,394
6,318,8,472,11,493
5,320,23,335,3,132
5,546,7,900,5,523
5,427,1,339,1,534
5,640,10,357,20,287
5,175,33,436,42,703
6,577,308,319,3,942
6,399,1,940,832,365
678,284,30,414,5,181
5,553,11,295,3,365
6,940,20,308,44,666
6,818,10,224,16,868
616,663,124,340,4,440
5,809,19,926,31,78
6,533,1,625,2,982
620,561,28,336,2,596
5,309,27,367,5,154
6,895,3,41,45,696
6,916,3,160,46,953
6,286,10,239,2,616
5,793,20,754,17,495
5,994,20,704,2,720
5,710,21,259,3,300
6,309,16,206,1,663
6,739,14,676,21,367
6,740,2,503,402,456
6,691,964,168,29,939
5,31,6,112,8,825
542,98,5,79,2,99
5,286,2,812,30,622
5,324,2,932,2,421
677,357,10,714,1,810
6,541,11,713,21,799
6,331,16,152,2,610
6,23,4,521,9,499
5,22,16,357,4,695
614,940,11,615,2,391
6,459,18,168,3,758
6,619,8,535,5,371
5,278,20,406,1,737
509,774,16,279,19,505
5,644,10,968,3,707
6,83,12,277,3,969
5,387,31,0,1,882
6,605,3,938,22,638
6,759,70,657,32,992
6,19,20,847,567,844
6,764,2,152,471,599
6,64,16,22,45,516
6,692,6,11,4,635
6,165,2,583,17,886
5,38,16,525,14,997
6,382,21,259,3,202
5,910,25,710,4,754
6,582,2,531,3,474
566,204,32,768,5,145
52,62,24,740,10,827
6,569,1,969,38,176
6,559,6,983,35,607
5,906,27,961,11,266
6,921,13,217,5,253
6,23,6,580,5,531
58,985,17,464,4,962
6,870,9,768,3,115
6,729,9,541,2,980
5,82,32,839,29,343
6,504,20,916,5,44
5,849,9,398,16,643
548,307,26,42,336,625
6,849,13,885,7,569
669,254,4,322,5,37
5,299,21,415,14,200
6,393,833,230,5,496
6,391,23,378,4,888
5,411,16,607,26,849
5,352,6,904,1,322
6,572,25,320,9,889
5,824,3,133,18,446
6,508,1,9,41,354
6,45,13,542,2,808
6,615,7,927,4,351
5,622,22,304,36,244
6,839,14,134,3,819
517,811,23,924,4,973
6,895,5,635,16,646
5,266,28,615,21,813
5,952,24,587,2,794
6,819,2,979,18,519
6,363,2,25,5,300
6,498,2,307,43,473
5,466,9,534,47,879
5,857,15,10,43,335
508,668,6,829,3,694
5,344,22,790,34,602
6,668,15,547,4,179
5,651,9,894,5,605
636,814,28,715,2,880
583,373,1,975,29,784
5,298,8,114,10,88
5,425,1,853,3,781
5,780,17,823,21,206
5,364,14,634,3,516
6,720,17,839,46,243
6,258,21,737,23,79
5,290,2,969,22,89
6,295,42,724,2,871
6,755,9,860,43,698
5,985,21,113,23,665
517,544,26,405,32,537
6,258,2,533,2,288
6,202,13,583,34,32
6,757,6,985,40,247
6,574,2,900,5,565
6,57,5,507,14,685
6,257,24,456,23,812
6,498,1,565,43,560
5,443,13,820,37,476
5,691,786,546,23,967
5,434,26,277,40,410
5,260,20,558,10,376
683,382,29,839,4,209
6,721,15,108,3,620
6,524,304,612,3,534
6,399,24,779,498,12
5,247,29,238,2,212
6,114,9,127,4,841
5,454,1,426,5,406
5,397,3,213,12,77
5,413,3,83,4,314
5,720,32,621,4,635
5,553,3,305,30,611
5,926,41,211,3,198
5,980,15,425,3,553
5,652,6,57,5,562
610,102,2,612,3,278
6,136,956,743,432,118
5,140,21,767,59,903
6,699,15,737,4,428
6,329,3,41,2,234
5,676,3,184,32,888
6,386,12,499,2,891
6,322,2,739,5,70
6,13,31,825,4,365
5,856,24,403,29,644
5,545,32,0,4,134
6,21,6,914,459,930
6,736,20,165,29,583
6,108,3,185,792,846
5,101,36,432,2,556
6,48,23,249,4,878
558,143,1,801,18,709
6,191,11,882,10,483
6,660,8,507,3,716
6,422,47,417,2,693
5,349,26,520,8,699
6,244,2,184,4,682
6,582,17,510,465,169
5,158,2,651,17,586
5,155,21,647,24,973
6,640,11,425,5,188
6,874,103,779,48,522
6,703,266,6,4,424
6,989,21,729,5,275
5,394,3,333,5,338
6,193,21,40,46,162
6,513,2,543,12,147
5,207,16,426,40,749
5,8,2,611,1,445
6,261,31,68,4,263
6,131,16,180,4,8
6,817,9,476,4,165
6,173,2,525,2,295
6,412,17,602,49,615
6,985,2,914,1,393
6,291,9,423,24,624
5,41,213,460,26,520
5,439,7,70,3,451
6,450,33,48,36,746
5,107,10,325,49,927
6,703,17,690,5,697
6,903,11,922,3,450
6,889,23,86,43,208
5,519,2,809,342,310
6,23,19,571,17,74
6,220,27,577,24,621
5,228,2,753,4,589
5,42,8,316,28,571
507,758,11,439,46,787
5,977,15,470,19,6
545,23,13,763,4,923
6,447,15,110,17,618
6,34,30,292,3,661
5,494,33,138,14,420
5,297,6,495,46,896
5,800,28,334,1,765
5,934,6,23,46,813
6,418,9,483,49,483
5,131,13,386,19,601
5,355,2,100,36,33
5,725,19,247,4,197
6,596,1,879,28,724
6,273,7,418,5,406
5,305,1,803,20,921
5,833,11,106,4,885
5,353,11,734,5,487
5,841,1,565,26,250
6,450,40,5,3,628
6,126,11,82,36,419
5,695,2,503,5,211
5,700,292,478,5,489
5,488,20,465,2,961
5,411,24,615,10,307
5,800,4,310,5,708
6,731,7,149,33,734
550,232,1,525,286,857
5,26,2,127,3,761
5,530,31,147,17,43
6,421,17,700,2,715
6,271,21,614,5,572
5,928,16,651,348,223
6,655,1,661,47,715
6,180,23,995,36,57
6,924,13,165,32,329
6,794,11,460,23,489
6,733,457,419,39,518
5,979,16,476,2,560
6,662,2,305,11,731
5,181,9,464,4,357
629,549,281,474,2,318
6,874,15,683,5,394
5,79,14,200,5,102
570,198,41,952,5,337
6,455,24,90,18,427
5,53,8,570,2,701
6,399,2,812,5,62
5,570,3,488,5,321
6,958,23,212,19,156
672,230,13,972,12,516
6,350,7,673,5,374
5,798,7,342,19,852
545,817,24,509,5,554
6,295,30,712,17,21
6,313,7,315,2,553
5,865,18,671,20,714
67,994,7,583,5,142
558,685,31,790,24,360
5,782,7,315,28,789
5,580,22,523,10,604
5,294,21,583,10,694
6,381,55,149,2,729
640,547,2,318,720,576
5,411,51,322,6,707
514,491,14,193,1,717
5,369,2,442,433,174
5,545,34,928,5,516
6,174,2,124,43,816
5,86,18,796,44,941
6,359,26,45,3,38
5,388,21,968,4,158
6,853,30,395,2,652
6,827,1,762,4,235
617,649,22,251,3,455
6,73,12,349,45,224
6,162,2,856,4,228
6,697,17,920,5,15
5,969,9,115,46,871
6,643,3,71,3,240
5,613,3,510,9,656
6,148,15,301,3,996
5,457,11,968,3,468
5,935,15,436,3,118
5,528,22,624,300,6
6,788,12,269,5,3
6,396,13,870,4,676
5,414,2,600,53,151
6,117,27,276,44,752
6,169,20,266,22,45
5,703,17,796,1,580
5,649,17,108,34,346
5,581,3,64,44,299
5,294,11,63,20,911
6,98,1,373,4,822
6,994,12,462,36,948
5,189,19,178,7,301
686,372,6,758,35,84
6,320,11,117,12,99
5,545,1,660,29,106
5,972,30,22,5,564
5,450,980,213,36,724
6,221,3,91,46,869
5,963,19,503,14,332
5,772,4,216,2,588
5,298,19,205,1,569
5,754,10,896,5,234
6,108,1,817,14,370
6,731,30,645,55,759
588,350,3,178,4,474
6,340,2,882,7,358
5,444,15,734,14,129
5,747,30,717,42,816
5,832,2,791,3,304
5,63,16,790,3,351
6,187,12,362,4,352
5,282,13,278,45,150
598,870,2,688,38,266
5,835,177,817,25,126
6,399,2,660,7,3
6,966,7,288,19,546
5,437,2,969,4,899
5,960,33,334,3,964
5,854,15,159,4,844
5,689,23,658,21,253
6,863,44,989,26,834
6,55,22,235,12,739
6,257,8,50,5,598
636,787,23,52,4,125
5,550,27,55,43,234
6,8,6,766,39,32
5,907,19,430,4,772
5,205,18,547,5,613
6,930,1,788,452,408
5,203,25,733,5,81
6,979,6,156,15,633
6,172,20,865,2,591
5,63,18,501,26,355
5,212,7,546,41,840
5,177,9,527,4,681
6,664,3,130,548,515
5,725,11,459,7,88
6,782,3,575,30,109
6,442,15,354,8,363
5,389,11,273,19,559
6,257,2,573,4,222
6,471,11,519,4,733
6,480,1,425,39,356
5,362,2,704,23,542
5,138,25,161,10,868
5,79,1,462,49,614
6,243,9,925,33,438
6,928,10,183,19,769
5,299,9,281,1,810
6,46,3,140,34,589
5,747,18,411,17,530
6,625,14,508,1,979
6,117,276,490,8,75
6,509,9,372,4,981
534,96,2,792,15,319
6,254,21,935,23,411
18,31,45,275,7,823
8,31,434,192,8,160
2,538,4,12,5,894
12,771,27,35,8,63
29,734,3,147,9,40
6,142,12,974,9,789
40,582,3,19,6,247
5,878,4,834,7,13
425,641,4,650,6,273
5,766,41,516,6,672
46,241,4,560,45,247
3,650,17,224,9,950
9,256,11,300,8,807
5,768,2,819,8,440
4,709,534,986,49,402
2,800,13,164,5,952
5,887,1,619,8,588
39,167,3,710,9,978
12,234,29,769,8,415
33,621,5,82,9,252
7,494,1,307,5,259
256,90,13,980,434,827
6,891,24,618,617,297
6,344,3,168,9,679
3,349,12,399,956,633
16,147,31,262,5,334
40,990,39,126,9,780
6,658,14,81,8,471
6,29,19,299,827,433
46,11,2,682,5,756
3,373,3,972,9,559
7,339,36,138,5,950
7,12,4,856,9,71
6,896,2,729,8,28
5,980,17,406,9,446
23,442,5,463,7,235
3,368,2,928,6,457
3,291,3,998,7,716
7,107,285,693,5,901
7,176,538,944,9,748
31,92,38,531,4,496
25,319,5,455,9,882
12,997,23,470,6,174
35,179,21,781,5,621
7,520,4,348,9,783
404,803,13,300,6,983
41,942,3,335,8,240
5,592,2,839,4,591
4,563,5,65,8,763
28,654,5,451,8,169
2,929,15,423,771,196
4,561,40,732,7,749
32,795,14,297,5,4
3,536,462,366,925,751
7,739,3,159,827,886
543,43,31,677,9,772
3,606,358,368,5,431
48,661,2,556,49,613
16,916,2,709,6,777
7,419,2,920,6,12
6,615,15,656,9,811
5,273,19,308,7,381
24,857,47,888,5,196
25,324,13,175,580,302
49,552,4,934,7,425
492,859,443,937,6,846
47,712,4,516,450,768
4,275,25,599,9,597
15,115,34,904,6,836
2,461,27,445,6,944
2,538,14,546,5,877
6,913,38,63,8,416
5,889,40,820,6,889
10,114,5,236,9,127
6,364,2,970,7,648
28,89,2,682,4,562
4,892,4,697,9,654
4,182,5,129,9,93
1,275,3,109,46,888
24,73,12,201,9,540
728,442,42,729,5,537
23,725,28,457,8,248
7,80,5,59,5,615
15,766,37,31,6,758
46,970,4,7,89,685
38,173,5,240,5,203
5,470,3,775,7,644
5,262,5,516,7,372
6,890,28,783,8,357
7,436,42,737,7,298
14,378,17,24,9,658
32,834,21,823,5,69
41,627,33,90,8,754
29,696,11,172,509,517
3,352,525,138,5,348
5,539,19,717,6,152
37,823,17,199,9,23
736,627,23,878,7,904
33,629,49,222,6,641
785,149,2,438,43,933
5,861,43,976,9,164
1,35,2,836,572,889
7,230,2,652,5,459
5,139,1,808,953,246
4,116,25,972,5,30
7,171,17,463,9,552
29,640,446,830,8,773
4,209,5,372,6,772
4,4,3,87,7,18
8,862,5,134,4,787
731,754,1,946,8,507
43,932,1,418,7,480
42,646,1,785,5,610
5,542,4,313,8,676
44,514,36,803,8,141
7,310,5,56,47,92
5,853,5,438,5,500
8,792,35,60,742,673
3,806,25,324,6,226
6,189,1,588,8,472
6,641,33,289,960,871
6,765,46,593,5,502
17,29,2,576,9,575
3,955,4,91,9,202
3,527,43,176,7,17
8,423,5,531,877,993
18,428,2,931,5,1
458,472,2,704,5,278
11,216,2,440,8,427
11,376,5,189,8,774
55,128,31,237,5,298
5,39,4,529,7,300
5,98,2,599,8,277
5,847,5,442,5,723
6,462,5,135,923,189
564,946,4,32,6,270
45,907,4,273,857,219
32,262,28,706,4,907
22,788,1,138,918,584
18,945,27,777,7,694
7,468,4,895,8,157
7,180,1,671,9,174
7,174,47,856,9,673
375,627,3,269,9,906
555,708,30,691,7,74
5,554,2,819,5,827
5,229,3,144,4,613
5,232,21,46,6,970
36,7,3,861,9,994
2,319,11,733,5,572
12,716,26,345,8,388
7,309,4,135,5,578
10,407,3,255,5,599
5,42,4,37,8,402
6,108,40,83,6,622
2,847,37,200,7,737
10,223,5,92,5,834
19,196,4,544,6,99
36,457,23,938,7,904
6,834,2,512,5,191
37,196,5,162,7,261
6,110,24,375,5,602
20,79,1,279,9,642
5,832,22,619,8,327
3,209,4,942,933,730
5,857,4,107,5,859
5,41,20,518,7,984
6,568,43,396,8,297
32,126,2,209,8,307
4,708,18,453,45,669
6,128,354,615,6,661
6,637,4,529,5,750
1,309,2,655,5,524
337,632,471,871,9,675
5,482,2,958,6,459
9,484,4,287,6,142
2,93,3,688,4,882
9,188,434,19,5,41
4,108,36,145,5,249
182,900,2,712,44,536
14,411,49,441,6,649
3,651,14,60,8,714
6,218,5,384,5,95
5,267,4,481,8,947
21,743,44,570,7,862
6,401,2,392,9,349
3,144,13,492,46,151
6,360,2,832,7,294
1,434,24,212,9,236
432,935,19,807,9,947
3,873,1,355,5,430
47,398,3,580,5,488
2,708,3,260,6,219
4,479,16,160,5,606
3,511,32,277,7,604
386,907,21,600,5,574
29,484,5,19,7,612
6,847,4,14,5,490
1,842,2,65,7,49
5,350,46,195,6,513
49,512,3,249,9,933
7,485,28,560,7,411
51,754,3,870,9,377
5,884,45,585,5,618
44,742,27,773,567,939
21,371,43,871,7,874
626,638,3,458,9,936
7,111,11,509,7,760
0,0,22,342,5,56
6,485,46,440,7,607
4,581,3,596,5,498
10,874,2,360,8,965
19,158,30,619,7,146
35,4,24,14,776,804
16,403,29,81,6,837
9,598,4,933,5,324
6,120,49,619,6,720
28,653,5,66,934,669
6,336,2,973,9,91
9,772,23,792,8,476
4,125,46,543,791,299
17,702,49,925,8,625
5,904,29,181,8,34
26,490,24,274,6,602
17,400,36,62,8,625
39,926,2,397,6,653
6,880,5,296,5,26
7,167,47,754,9,906
6,274,5,163,8,222
6,987,3,471,6,364
62,368,4,252,4,974
6,362,42,171,10,0
35,668,2,908,6,205
4,656,20,559,8,63
38,191,38,861,48,529
19,932,301,829,9,286
25,12,15,518,9,274
136,598,5,254,7,190
2,485,4,425,9,908
3,645,15,128,7,770
14,627,12,366,4,757
20,911,19,326,592,27
1,603,21,596,5,30
5,563,29,413,4,531
3,183,11,954,5,592
4,782,1,853,5,743
5,758,42,976,8,586
8,353,27,809,7,31
13,288,5,29,6,126
6,844,27,854,9,779
15,942,30,404,9,62
597,360,11,788,7,307
4,344,36,552,7,266
6,857,3,811,7,877
38,620,11,191,8,893
3,775,18,217,875,662
811,319,12,391,6,452
30,165,22,158,7,254
25,332,2,993,46,205
3,624,4,693,46,391
20,683,34,898,6,133
5,322,4,41,8,277
7,172,431,110,9,295
5,736,549,119,8,894
49,3,5,508,4,536
3,554,20,800,5,219
10,621,218,265,9,246
4,873,12,488,6,256
6,524,3,828,5,68
16,89,5,504,7,937
5,54,2,877,8,23
41,725,501,912,6,579
1,934,21,39,8,789
7,269,5,17,9,377
49,527,20,317,8,254
6,513,23,165,9,332
5,28,5,528,8,13
4,194,1,352,7,137
3,106,5,262,9,719
5,353,37,539,8,287
22,868,5,266,9,831
37,67,32,445,8,768
2,326,3,589,7,908
45,736,44,488,5,450
5,238,3,347,8,509
6,404,16,581,7,562
3,71,5,412,9,527
14,791,36,563,762,93
6,221,33,953,6,960
10,901,48,668,9,665
39,804,43,350,5,266
141,961,375,406,7,23
3,35,182,16,9,126
7,69,19,829,6,960
23,586,489,685,9,348
5,737,19,489,885,208
2,435,2,105,7,492
133,818,46,563,4,756
17,497,243,652,7,357
4,10,3,79,901,15
5,140,25,175,9,179
6,126,5,73,709,398
43,910,314,367,4,879
3,649,3,42,47,173
710,258,5,265,5,875
24,607,36,974,7,868
626,845,15,744,5,579
3,273,16,125,9,553
714,356,3,8,5,449
6,762,1,455,8,180
7,123,25,835,4,630
4,398,46,734,6,898
11,140,2,396,9,911
17,319,3,535,8,544
8,131,12,114,8,850
2,975,3,35,6,679
21,851,26,232,6,420
5,279,4,737,7,84
6,127,1,747,6,399
48,489,17,978,9,906
5,558,29,395,6,553
65,440,38,789,5,477
5,633,3,688,8,576
5,18,288,444,6,558
6,379,423,517,7,222
7,205,30,535,786,646
31,62,14,595,7,87
5,526,480,406,9,239
4,317,3,755,8,413
4,281,3,180,9,74
6,955,23,793,5,519
12,309,32,657,8,618
11,688,3,843,5,795
6,274,33,444,7,963
7,151,46,229,9,363
7,455,38,298,5,387
14,237,4,518,8,989
5,787,16,379,999,974
22,917,49,705,9,259
5,126,4,550,6,20
13,612,35,852,7,8
3,581,38,728,7,876
46,821,42,797,7,382
5,891,26,312,7,188
7,195,359,928,7,769
8,952,49,587,6,959
24,56,17,489,9,249
53,627,5,106,5,285
30,286,3,825,9,796
6,208,47,451,8,45
24,238,15,844,6,405
2,315,19,932,534,742
1,734,4,277,9,446
49,854,24,454,6,629
36,576,4,446,47,457
13,573,5,36,9,357
5,995,45,388,8,611
24,350,26,26,4,451
526,557,3,630,9,314
24,243,16,783,9,392
1,583,5,451,8,431
28,182,3,376,7,636
534,525,48,737,7,160
6,363,38,418,6,899
4,172,43,536,5,799
7,270,48,641,6,822
15,271,2,23,9,509
5,267,14,301,9,979
3,351,476,184,7,979
38,788,14,808,5,120
3,298,1,347,9,300
1,133,12,553,6,711
19,657,3,938,46,458
5,526,1,284,7,313
7,48,49,818,7,154
21,217,26,407,9,170
628,313,47,129,7,853
6,36,54,493,6,658
36,550,2,633,7,970
6,144,5,83,4,889
6,385,5,332,960,433
4,115,22,546,5,942
6,405,47,552,8,170
2,767,15,672,7,293
5,407,5,135,6,855
7,22,47,261,903,105
287,506,5,194,7,426
6,924,2,829,5,224
5,348,26,114,6,902
27,239,43,625,45,151
2,978,16,168,9,630
12,311,1,288,777,966
6,127,43,353,6,762
14,422,43,791,8,94
5,484,14,233,9,881
9,460,17,846,6,751
12,773,25,868,909,302
5,835,22,79,898,207
6,63,13,53,6,172
1,449,4,854,47,6
47,391,16,752,6,852
5,384,17,382,7,636
8,160,43,992,9,87
6,393,45,770,6,673
7,310,1,648,8,298
4,490,1,549,8,553
4,358,3,10,701,615
47,239,21,642,8,633
3,855,47,881,706,906
20,897,41,436,9,173
48,790,18,626,8,655
5,598,45,663,7,967
16,630,11,631,5,80
4,843,28,742,5,258
40,603,21,710,45,470
4,837,22,739,7,177
5,387,4,225,638,630
5,691,3,929,49,434
41,47,41,721,7,795
3,992,15,956,6,979
28,571,28,544,9,79
1,976,5,484,7,65
4,125,12,166,4,321
6,539,13,578,6,353
2,820,4,574,6,899
5,421,32,789,8,269
49,89,30,371,8,775
1,537,22,444,526,65
7,66,21,793,880,271
19,202,5,415,6,568
7,439,30,763,7,805
37,131,4,460,8,845
1,377,4,679,6,597
20,223,4,842,9,399
43,3,3,349,9,864
27,529,1,679,5,376
5,138,26,702,7,705
5,884,5,415,7,193
11,814,48,57,7,58
9,756,5,340,747,477
5,949,2,546,8,659
21,144,3,375,9,853
673,594,4,990,5,487
22,935,34,126,8,895
3,400,31,942,7,322
15,935,5,287,5,447
5,347,252,669,7,768
44,436,4,281,8,363
11,869,4,648,611,388
5,283,2,187,8,702
23,421,4,513,5,475
6,180,11,959,5,908
6,323,43,271,9,241
4,705,44,556,6,233
39,12,3,514,5,99
4,833,35,423,6,46
22,368,5,289,5,716
20,102,302,214,6,711
6,185,13,571,9,985
7,359,16,923,6,316
9,937,5,24,4,816
7,281,2,603,8,757
5,819,34,470,9,670
39,488,33,754,7,758
16,407,3,757,672,782
2,486,1,552,8,959
41,431,11,461,7,845
6,556,23,358,8,280
14,881,5,281,5,339
40,786,1,289,5,749
3,33,4,648,8,223
24,480,20,439,4,564
5,518,13,924,49,465
40,957,2,697,6,343
3,575,4,519,6,404
5,262,13,866,9,718
43,139,5,59,825,60
42,286,504,428,5,867
4,644,26,769,778,414
866,100,38,834,4,941
6,343,22,485,8,663
6,996,15,414,7,613
5,949,4,657,478,165
2,949,30,198,9,797
6,487,26,917,530,392
22,987,2,881,46,273
27,362,4,450,9,931
3,789,17,313,7,192
426,308,2,615,7,41
568,826,317,21,8,156
44,502,25,910,7,117
5,693,2,72,5,148
4,552,48,306,5,185
49,821,30,877,8,242
3,802,16,552,4,597
16,790,36,395,6,119
40,477,42,111,5,928
6,990,3,470,4,521
6,907,12,769,431,737
5,737,2,853,9,404
1,649,40,930,5,559
6,352,30,346,8,657
2,900,37,509,5,945
39,287,1,766,9,110
2,394,5,200,6,919
4,738,23,907,4,407
6,714,24,14,469,983
41,183,2,201,7,359
7,101,30,739,69,320
5,728,33,641,9,83
28,925,3,202,7,419
1,447,5,341,8,631
23,785,4,36,5,906
14,520,2,667,6,499
643,340,22,172,7,305
6,143,15,817,7,488
3,775,12,92,628,750
7,318,4,878,540,820
22,212,36,54,8,393
5,784,2,637,6,423
9,419,19,669,852,27
15,479,16,103,6,466
34,724,1,150,5,532
609,428,40,507,79,950
38,862,4,41,8,598
44,367,12,555,8,682
5,115,22,799,7,686
5,831,293,878,9,490
6,599,5,130,8,107
4,157,2,967,5,624
4,248,16,324,9,836
6,275,541,952,8,579
6,367,27,109,6,563
5,118,23,808,5,607
4,814,1,946,4,770
46,282,30,319,6,452
4,560,42,484,6,141
5,574,12,370,7,613
3,63,29,757,9,504
5,840,45,374,9,52
44,322,20,74,9,406
2,765,21,255,9,730
17,104,528,218,5,786
24,901,4,992,8,558
3,846,49,82,7,39
28,935,39,884,9,432
7,166,3,533,7,389
5,197,49,735,8,625
3,936,14,979,9,696
6,304,12,847,5,442
33,493,5,97,7,534
8,287,45,339,8,229
6,981,14,597,9,440
24,549,5,249,8,990
6,703,5,210,9,301
5,422,2,95,937,182
5,743,3,440,7,791
682,75,15,139,5,443
18,930,14,796,7,831
3,254,31,878,4,458
305,926,31,839,5,712
8,267,27,146,7,984
11,479,4,666,5,396
5,656,20,896,534,981
27,991,3,583,9,120
1,579,49,948,9,26
20,985,4,571,4,396
20,201,2,715,493,24
22,772,4,597,7,545
32,543,4,167,6,376
3,723,31,290,8,503
24,828,17,874,6,976
42,281,40,86,8,26
594,829,2,885,5,981
4,428,46,169,5,154
6,526,2,518,7,302
8,519,4,87,6,878
5,811,2,711,9,719
9,521,5,145,6,71
23,915,2,589,6,599
7,318,4,233,8,936
6,198,27,395,9,710
15,33,3,499,7,95
4,827,4,454,875,508
37,882,5,157,4,480
34,563,2,197,7,780
7,206,18,544,6,235
2,143,18,486,7,718
5,120,26,0,5,953
38,866,4,554,445,185
25,354,5,322,45,529
2,154,5,504,4,478
44,350,4,2,9,805
32,633,2,577,6,331
20,169,42,198,6,267
3,951,22,101,6,491
36,42,15,793,4,457
31,897,5,202,5,597
5,727,3,995,5,696
45,664,3,647,5,297
2,727,3,964,7,315
26,322,2,471,7,172
43,299,4,789,7,178
13,296,3,650,7,958
45,774,3,292,9,975
5,948,4,483,6,39
61,651,3,144,7,259
6,878,3,634,5,446
5,127,5,504,6,858
6,64,2,167,7,323
5,916,4,724,901,453
2,956,19,843,9,223
5,994,19,124,7,349
6,415,47,422,694,475
3,862,34,548,8,481
2,651,16,444,9,120
5,581,196,634,7,479
5,613,49,598,6,407
5,183,17,814,794,936
11,634,27,121,8,520
1,535,14,845,8,187
47,682,4,538,5,336
6,766,5,434,8,838
8,251,2,376,7,803
20,300,3,32,5,628
4,317,11,977,7,950
12,851,36,145,8,128
49,421,358,461,6,421
4,239,37,660,6,623
7,153,26,402,9,290
5,247,19,59,7,798
18,994,1,497,6,785
6,977,1,592,7,313
39,200,4,926,45,57
3,765,4,752,6,374
6,412,37,554,8,352
18,383,40,146,5,480
13,52,2,548,6,758
8,999,41,725,9,115
41,138,4,740,7,90
5,475,3,334,7,906
