TS,Voltage_main,Current_main,Temperature_main
13:58:11,7,3,29
13:58:12,8,6,4
13:58:13,9,2,24
13:58:14,9,6,4
13:58:15,8,18,14
13:58:16,7,21,21
13:58:17,9,5,37
13:58:18,9,2,3
13:58:19,8,38,4
13:58:20,8,19,62
13:58:21,9,23,2
13:58:22,8,49,3
13:58:23,8,8,42
13:58:24,9,2,5
13:58:25,7,6,35
13:58:26,8,6,2
13:58:27,9,7,6
13:58:28,8,46,39
13:58:29,8,6,2
13:58:30,8,9,3
13:58:31,7,44,5
13:58:32,7,5,2
13:58:33,7,11,13
13:58:34,9,37,29
13:58:35,9,9,4
13:58:36,9,5,2
13:58:37,8,9,2
13:58:38,8,8,35
13:58:39,9,7,2
13:58:40,8,6,46
13:58:41,843,5,35
13:58:42,8,5,14
13:58:43,9,36,3
13:58:44,8,6,31
13:58:45,9,44,39
13:58:46,9,20,6
13:58:47,8,6,3
13:58:48,8,5,3
13:58:49,7,3,6
13:58:50,9,9,15
13:58:51,8,6,1
13:58:52,8,6,47
13:58:53,8,9,5
13:58:54,8,3,13
13:58:55,8,7,35
13:58:56,9,9,50
13:58:57,7,20,2
13:58:58,9,5,15
13:58:59,784,4,47
13:59:00,7,5,4
13:59:01,9,4,43
13:59:02,7,9,38
13:59:03,9,3,5
13:59:04,8,8,32
13:59:05,8,9,5
13:59:06,817,9,30
13:59:07,8,8,2
13:59:08,7,27,2
13:59:09,8,20,5
13:59:10,9,34,5
13:59:11,8,21,19
13:59:12,8,1,19
13:59:13,9,5,42
13:59:14,9,6,5
13:59:15,7,3,5
13:59:16,8,5,24
13:59:17,8,7,3
13:59:18,9,8,1
13:59:19,7,2,4
13:59:20,7,26,21
13:59:21,7,1,5
13:59:22,8,7,31
13:59:23,9,5,38
13:59:24,8,3,3
13:59:25,8,4,3
13:59:26,7,4,9
13:59:27,8,6,23
13:59:28,8,2,1
13:59:29,8,47,40
13:59:30,9,5,43
13:59:31,8,5,3
13:59:32,7,2,5
13:59:33,8,4,5
13:59:34,8,7,26
13:59:35,7,28,45
13:59:36,84,5,39
13:59:37,8,9,14
13:59:38,9,8,4
13:59:39,8,1,3
13:59:40,9,6,15
13:59:41,8,7,42
13:59:42,8,7,5
13:59:43,9,7,4
13:59:44,9,9,20
13:59:45,9,2,24
13:59:46,9,9,6
13:59:47,9,28,26
13:59:48,8,8,5
13:59:49,9,2,4
13:59:50,8,7,5
13:59:51,9,8,33
13:59:52,8,22,32
13:59:53,8,6,6
13:59:54,7,5,44
13:59:55,9,4,3
13:59:56,9,9,12
13:59:57,9,16,3
13:59:58,7,6,3
13:59:59,9,17,34
14:00:00,8,5,1
14:00:01,7,2,4
14:00:02,9,4,2
14:00:03,7,7,18
14:00:04,8,4,43
14:00:05,9,48,1
14:00:06,8,3,16
14:00:07,7,21,5
14:00:08,8,6,4
14:00:09,8,40,20
14:00:10,9,19,5
14:00:11,9,6,36
14:00:12,7,39,10
14:00:13,8,5,7
14:00:14,8,5,4
14:00:15,9,22,4
14:00:16,8,24,17
14:00:17,8,6,2
14:00:18,9,42,3
14:00:19,8,70,2
14:00:20,8,6,33
14:00:21,7,2,2
14:00:22,79,9,13
14:00:23,9,20,40
14:00:24,8,5,27
14:00:25,8,3,3
14:00:26,9,34,35
14:00:27,7,3,4
14:00:28,8,1,8
14:00:29,8,7,3
14:00:30,8,23,1
14:00:31,7,6,4
14:00:32,9,22,22
14:00:33,9,6,24
14:00:34,9,5,48
14:00:35,9,16,7
14:00:36,8,8,24
14:00:37,8,3,1
14:00:38,9,9,3
14:00:39,9,9,8
14:00:40,9,7,49
14:00:41,7,7,21
14:00:42,9,18,1
14:00:43,8,5,7
14:00:44,7,6,12
14:00:45,9,4,8
14:00:46,8,8,44
14:00:47,7,4,26
14:00:48,7,8,5
14:00:49,9,6,48
14:00:50,86,8,3
14:00:51,7,12,10
14:00:52,8,37,44
14:00:53,9,8,4
14:00:54,7,6,26
14:00:55,8,6,19
14:00:56,9,29,3
14:00:57,9,7,11
14:00:58,839,17,3
14:00:59,8,7,20
14:01:00,9,2,5
14:01:01,7,13,25
14:01:02,9,3,10
14:01:03,8,6,15
14:01:04,9,7,3
14:01:05,9,5,27
14:01:06,7,49,5
14:01:07,8,7,35
14:01:08,9,2,44
14:01:09,8,9,18
14:01:10,9,8,5
14:01:11,9,23,8
14:01:12,7,7,3
14:01:13,7,5,3
14:01:14,7,7,10
14:01:15,8,6,41
14:01:16,8,8,4
14:01:17,8,5,27
14:01:18,8,6,5
14:01:19,9,4,20
14:01:20,821,9,18
14:01:21,8,19,28
14:01:22,9,5,24
14:01:23,9,5,47
14:01:24,8,9,9
14:01:25,9,9,12
14:01:26,8,17,31
14:01:27,9,37,1
14:01:28,7,2,10
14:01:29,7,5,29
14:01:30,8,9,5
14:01:31,9,46,47
14:01:32,8,5,5
14:01:33,8,28,46
14:01:34,9,6,23
14:01:35,9,40,38
14:01:36,9,7,4
14:01:37,8,9,8
14:01:38,9,35,5
14:01:39,9,5,32
14:01:40,8,5,24
14:01:41,9,9,5
14:01:42,8,5,5
14:01:43,9,16,4
14:01:44,9,45,3
14:01:45,7,3,44
14:01:46,8,3,3
14:01:47,8,20,22
14:01:48,9,9,15
14:01:49,9,34,5
14:01:50,9,1,4
14:01:51,8,15,1
14:01:52,782,7,38
14:01:53,8,4,2
14:01:54,8,7,1
14:01:55,9,9,3
14:01:56,8,7,4
14:01:57,9,8,3
14:01:58,7,6,22
14:01:59,8,9,5
14:02:00,8,8,26
14:02:01,9,8,8
14:02:02,8,7,45
14:02:03,9,14,24
14:02:04,9,8,7
14:02:05,8,4,2
14:02:06,8,8,36
14:02:07,7,8,2
14:02:08,8,4,2
14:02:09,7,5,45
14:02:10,8,29,24
14:02:11,8,5,5
14:02:12,8,34,31
14:02:13,9,6,3
14:02:14,9,9,18
14:02:15,9,7,5
14:02:16,9,25,6
14:02:17,9,5,40
14:02:18,8,36,28
14:02:19,8,6,5
14:02:20,9,8,4
14:02:21,8,73,35
14:02:22,94,24,1
14:02:23,9,16,7
14:02:24,9,36,24
14:02:25,9,9,3
14:02:26,8,5,30
14:02:27,9,9,2
14:02:28,9,3,7
14:02:29,9,9,40
14:02:30,9,9,4
14:02:31,9,9,46
14:02:32,7,4,19
14:02:33,9,26,32
14:02:34,9,2,16
14:02:35,8,16,3
14:02:36,8,3,19
14:02:37,8,8,5
14:02:38,9,12,4
14:02:39,9,9,5
14:02:40,7,42,2
14:02:41,8,46,5
14:02:42,7,19,59
14:02:43,9,12,126
14:02:44,9,6,8
14:02:45,9,17,21
14:02:46,9,9,46
14:02:47,9,5,3
14:02:48,9,151,3
14:02:49,9,9,9
14:02:50,7,3,127
14:02:51,9,5,3
14:02:52,7,6,44
14:02:53,8,9,11
14:02:54,8,7,4
14:02:55,8,155,4
14:02:56,9,2,5
14:02:57,9,15,47
14:02:58,9,9,5
14:02:59,9,39,2
14:03:00,9,2,1
14:03:01,7,9,1
14:03:02,8,14,23
14:03:03,8,18,8
14:03:04,76,9,37
14:03:05,9,7,39
14:03:06,9,5,2
14:03:07,8,32,4
14:03:08,8,6,1
14:03:09,8,5,4
14:03:10,7,8,3
14:03:11,9,8,3
14:03:12,7,3,19
14:03:13,9,9,28
14:03:14,7,3,19
14:03:15,8,3,2
14:03:16,9,7,36
14:03:17,9,15,2
14:03:18,8,9,25
14:03:19,8,8,5
14:03:20,9,11,26
14:03:21,7,5,12
14:03:22,7,8,5
14:03:23,9,9,21
14:03:24,9,6,42
14:03:25,9,7,5
14:03:26,7,9,12
14:03:27,7,9,20
14:03:28,9,29,38
14:03:29,751,5,14
14:03:30,7,7,4
14:03:31,9,7,6
14:03:32,7,8,24
14:03:33,8,46,33
14:03:34,7,2,4
14:03:35,9,3,41
14:03:36,7,47,61
14:03:37,7,53,5
14:03:38,7,1,1
14:03:39,9,2,12
14:03:40,8,6,16
14:03:41,9,2,15
14:03:42,8,9,225
14:03:43,8,21,31
14:03:44,8,4,36
14:03:45,8,8,14
14:03:46,9,25,5
14:03:47,7,18,17
14:03:48,9,8,27
14:03:49,8,5,5
14:03:50,8,5,33
14:03:51,9,20,5
14:03:52,8,6,15
14:03:53,7,4,13
14:03:54,8,7,1
14:03:55,8,9,22
14:03:56,9,7,4
14:03:57,9,25,34
14:03:58,9,3,4
14:03:59,7,91,5
14:04:00,9,17,2
14:04:01,9,6,4
14:04:02,8,1,47
14:04:03,8,7,13
14:04:04,8,33,1
14:04:05,8,7,18
14:04:06,9,5,4
14:04:07,9,5,31
14:04:08,8,9,9
14:04:09,785,5,4
14:04:10,9,5,48
14:04:11,8,4,203
14:04:12,9,3,39
14:04:13,9,9,10
14:04:14,8,7,3
14:04:15,8,6,3
14:04:16,8,42,32
14:04:17,9,3,20
14:04:18,9,6,12
14:04:19,7,34,43
14:04:20,9,9,45
14:04:21,8,1,17
14:04:22,9,5,24
14:04:23,9,1,15
14:04:24,9,8,39
14:04:25,8,3,5
14:04:26,9,7,2
14:04:27,9,8,15
14:04:28,9,5,5
14:04:29,9,7,3
14:04:30,8,1,45
14:04:31,7,25,3
14:04:32,779,4,55
14:04:33,9,6,11
14:04:34,8,31,34
14:04:35,9,7,11
14:04:36,9,4,5
14:04:37,9,5,4
14:04:38,7,6,21
14:04:39,9,5,15
14:04:40,7,24,5
14:04:41,7,5,11
14:04:42,850,40,5
14:04:43,8,29,3
14:04:44,8,6,40
14:04:45,8,3,2
14:04:46,815,1,46
14:04:47,8,4,5
14:04:48,7,6,2
14:04:49,9,6,7
14:04:50,9,7,3
14:04:51,9,13,5
14:04:52,9,4,11
14:04:53,9,2,21
14:04:54,9,6,14
14:04:55,8,5,5
14:04:56,9,16,1
14:04:57,8,9,3
14:04:58,8,5,42
14:04:59,9,22,42
14:05:00,7,1,9
14:05:01,8,5,9
14:05:02,7,5,34
14:05:03,8,5,5
14:05:04,9,5,22
14:05:05,790,8,18
14:05:06,7,42,4
14:05:07,9,7,4
14:05:08,8,5,43
14:05:09,9,2,4
14:05:10,8,6,42
14:05:11,9,2,21
14:05:12,9,4,30
14:05:13,829,17,4
14:05:14,834,12,1
14:05:15,9,6,1
14:05:16,8,7,3
14:05:17,9,7,18
14:05:18,9,3,37
14:05:19,8,7,49
14:05:20,9,7,26
14:05:21,7,5,17
14:05:22,8,1,5
14:05:23,9,24,37
14:05:24,7,7,4
14:05:25,7,18,37
14:05:26,8,1,10
14:05:27,9,1,5
14:05:28,781,7,1
14:05:29,9,2,1
14:05:30,9,5,4
14:05:31,8,6,26
14:05:32,8,9,43
14:05:33,9,4,20
14:05:34,8,7,5
14:05:35,7,22,3
14:05:36,7,5,4
14:05:37,8,9,5
14:05:38,9,8,3
14:05:39,92,1,5
14:05:40,9,4,5
14:05:41,9,89,24
14:05:42,9,3,4
14:05:43,8,22,5
14:05:44,7,5,3
14:05:45,8,42,46
14:05:46,7,6,22
14:05:47,8,11,6
14:05:48,8,8,3
14:05:49,8,3,24
14:05:50,8,34,3
14:05:51,791,11,10
14:05:52,806,2,48
14:05:53,9,11,1
14:05:54,9,4,6
14:05:55,8,14,22
14:05:56,8,6,3
14:05:57,8,2,22
14:05:58,9,7,5
14:05:59,9,4,15
14:06:00,8,4,29
14:06:01,8,4,2
14:06:02,8,3,22
14:06:03,8,4,58
14:06:04,7,8,1
14:06:05,7,12,33
14:06:06,8,5,42
14:06:07,9,3,3
14:06:08,8,9,22
14:06:09,9,3,1
14:06:10,8,4,3
14:06:11,9,9,3
14:06:12,8,8,4
14:06:13,8,8,5
14:06:14,8,12,4
14:06:15,9,2,2
14:06:16,9,5,8
14:06:17,8,22,5
14:06:18,9,5,20
14:06:19,9,11,31
14:06:20,9,5,22
14:06:21,9,3,3
14:06:22,9,9,18
14:06:23,8,1,5
14:06:24,8,8,9
14:06:25,7,5,4
14:06:26,9,5,26
14:06:27,9,8,5
14:06:28,7,9,14
14:06:29,9,9,13
14:06:30,8,1,17
14:06:31,9,6,5
14:06:32,8,9,4
14:06:33,8,1,14
14:06:34,8,9,16
14:06:35,7,9,39
14:06:36,9,8,9
14:06:37,9,26,35
14:06:38,7,8,10
14:06:39,8,26,4
14:06:40,9,3,20
14:06:41,8,4,4
14:06:42,9,5,21
14:06:43,8,9,29
14:06:44,9,6,2
14:06:45,9,6,9
14:06:46,7,2,48
14:06:47,7,4,16
14:06:48,9,5,1
14:06:49,9,9,4
14:06:50,8,25,48
14:06:51,8,8,37
14:06:52,9,7,11
14:06:53,7,12,3
14:06:54,9,9,5
14:06:55,9,7,2
14:06:56,7,1,1
14:06:57,9,44,1
14:06:58,91,33,6
14:06:59,9,8,27
14:07:00,8,9,25
14:07:01,8,3,1
14:07:02,7,24,11
14:07:03,8,6,37
14:07:04,773,40,5
14:07:05,8,37,28
14:07:06,8,8,4
14:07:07,8,12,2
14:07:08,9,6,3
14:07:09,9,46,20
14:07:10,8,3,36
14:07:11,9,2,2
14:07:12,9,3,3
14:07:13,8,7,56
14:07:14,8,16,27
14:07:15,796,2,3
14:07:16,8,5,2
14:07:17,7,8,10
14:07:18,9,7,36
14:07:19,9,6,18
14:07:20,7,6,28
14:07:21,8,5,5
14:07:22,9,44,5
14:07:23,8,9,8
14:07:24,8,9,5
14:07:25,9,27,1
14:07:26,8,3,4
14:07:27,8,11,23
14:07:28,9,36,25
14:07:29,9,1,49
14:07:30,8,39,5
14:07:31,9,43,3
14:07:32,8,5,8
14:07:33,9,7,8
14:07:34,8,30,3
14:07:35,9,27,3
14:07:36,8,6,4
14:07:37,9,8,3
14:07:38,8,7,23
14:07:39,9,5,5
14:07:40,7,5,7
14:07:41,7,6,3
14:07:42,8,8,48
14:07:43,8,3,4
14:07:44,8,7,3
14:07:45,8,40,44
14:07:46,9,9,5
14:07:47,9,1,4
14:07:48,7,2,4
14:07:49,7,4,10
14:07:50,9,49,16
14:07:51,9,9,22
14:07:52,802,7,34
14:07:53,8,39,3
14:07:54,9,1,5
14:07:55,9,7,29
14:07:56,750,7,15
14:07:57,7,5,2
14:07:58,9,8,3
14:07:59,7,68,24
14:08:00,8,2,31
14:08:01,835,20,43
14:08:02,8,5,5
14:08:03,8,47,13
14:08:04,8,12,39
14:08:05,7,9,35
14:08:06,9,9,4
14:08:07,8,9,4
14:08:08,9,7,4
14:08:09,7,4,11
14:08:10,9,8,5
14:08:11,8,9,18
14:08:12,804,1,23
14:08:13,9,22,24
14:08:14,7,41,40
14:08:15,8,6,21
14:08:16,8,22,9
14:08:17,9,20,21
14:08:18,9,4,16
14:08:19,8,7,3
14:08:20,9,8,12
14:08:21,8,6,2
14:08:22,7,45,7
14:08:23,9,8,13
14:08:24,8,9,11
14:08:25,8,13,11
14:08:26,7,6,16
14:08:27,9,5,5
14:08:28,8,48,146
14:08:29,8,2,21
14:08:30,9,1,2
14:08:31,8,7,14
14:08:32,8,23,3
14:08:33,8,8,18
14:08:34,8,8,21
14:08:35,8,7,3
14:08:36,9,8,44
14:08:37,8,7,5
14:08:38,9,7,5
14:08:39,9,248,40
14:08:40,9,8,4
14:08:41,7,50,41
14:08:42,7,22,5
14:08:43,7,7,43
14:08:44,787,8,3
14:08:45,9,14,3
14:08:46,8,8,3
14:08:47,8,8,39
14:08:48,8,7,4
14:08:49,784,47,48
14:08:50,9,2,24
14:08:51,7,4,37
14:08:52,8,9,43
14:08:53,9,35,17
14:08:54,8,17,6
14:08:55,9,43,6
14:08:56,8,1,3
14:08:57,7,6,49
14:08:58,9,4,1
14:08:59,9,1,37
14:09:00,8,3,3
14:09:01,7,7,15
14:09:02,769,5,3
14:09:03,9,5,4
14:09:04,8,8,28
14:09:05,8,2,1
14:09:06,9,9,14
14:09:07,8,3,4
14:09:08,8,8,5
14:09:09,9,5,4
